weather_id,city_id,date,hour,condition,temperature_c
177,1,2024-03-29,12,clear,26.0
178,1,2024-03-29,19,clear,16.4
179,1,2024-03-30,12,clear,31.3
180,1,2024-03-30,19,clear,23.7
181,1,2024-03-31,12,clear,28.9
182,1,2024-03-31,19,clear,30.4
183,1,2024-04-01,12,clear,27.6
184,1,2024-04-01,19,clear,37.3
185,1,2024-04-02,12,clear,30.4
186,1,2024-04-02,19,clear,35.4
187,1,2024-04-03,12,clear,31.0
188,1,2024-04-03,19,clear,25.8
189,1,2024-04-04,12,clear,23.4
190,1,2024-04-04,19,clear,35.6
191,1,2024-04-05,12,clear,21.6
192,1,2024-04-05,19,rain,32.3
193,1,2024-04-06,12,clear,28.0
194,1,2024-04-06,19,clear,31.6
195,1,2024-04-07,12,clear,23.8
196,1,2024-04-07,19,clear,29.0
197,1,2024-04-08,12,rain,21.3
198,1,2024-04-08,19,clear,32.2
199,1,2024-04-09,12,clear,31.1
200,1,2024-04-09,19,clear,29.7
201,1,2024-04-10,12,clear,23.4
202,1,2024-04-10,19,clear,16.0
203,1,2024-04-11,12,clear,24.3
204,1,2024-04-11,19,clear,23.9
205,1,2024-04-12,12,clear,27.2
206,1,2024-04-12,19,clear,30.3
207,1,2024-04-13,12,clear,37.4
208,1,2024-04-13,19,clear,22.6
209,1,2024-04-14,12,rain,37.1
210,1,2024-04-14,19,clear,35.1
211,1,2024-04-15,12,clear,29.3
212,1,2024-04-15,19,clear,33.5
213,1,2024-04-16,12,rain,32.1
214,1,2024-04-16,19,clear,21.2
215,1,2024-04-17,12,heavy_rain,27.3
216,1,2024-04-17,19,clear,28.8
217,1,2024-04-18,12,clear,36.2
218,1,2024-04-18,19,clear,36.9
219,1,2024-04-19,12,clear,29.0
220,1,2024-04-19,19,clear,37.9
221,1,2024-04-20,12,clear,32.7
222,1,2024-04-20,19,clear,34.8
223,1,2024-04-21,12,clear,31.3
224,1,2024-04-21,19,clear,25.5
225,1,2024-04-22,12,clear,25.6
226,1,2024-04-22,19,heavy_rain,27.6
227,1,2024-04-23,12,clear,28.7
228,1,2024-04-23,19,clear,33.2
229,1,2024-04-24,12,clear,34.3
230,1,2024-04-24,19,clear,28.0
231,1,2024-04-25,12,clear,27.0
232,1,2024-04-25,19,clear,38.4
233,1,2024-04-26,12,clear,29.9
234,1,2024-04-26,19,clear,35.7
235,1,2024-04-27,12,clear,22.9
236,1,2024-04-27,19,clear,32.0
237,1,2024-04-28,12,clear,29.2
238,1,2024-04-28,19,clear,41.0
239,1,2024-04-29,12,clear,24.9
240,1,2024-04-29,19,clear,30.9
241,1,2024-04-30,12,clear,30.0
242,1,2024-04-30,19,clear,27.7
243,1,2024-05-01,12,clear,35.1
244,1,2024-05-01,19,clear,35.9
245,1,2024-05-02,12,clear,28.1
246,1,2024-05-02,19,clear,33.0
247,1,2024-05-03,12,clear,29.9
248,1,2024-05-03,19,clear,29.7
249,1,2024-05-04,12,clear,34.1
250,1,2024-05-04,19,clear,33.2
251,1,2024-05-05,12,clear,28.8
252,1,2024-05-05,19,clear,24.1
253,1,2024-05-06,12,clear,24.2
254,1,2024-05-06,19,clear,26.2
255,1,2024-05-07,12,clear,27.7
256,1,2024-05-07,19,clear,23.6
257,1,2024-05-08,12,clear,33.8
258,1,2024-05-08,19,heatwave,30.1
259,1,2024-05-09,12,clear,32.2
260,1,2024-05-09,19,clear,24.9
261,1,2024-05-10,12,clear,29.8
262,1,2024-05-10,19,clear,33.1
263,1,2024-05-11,12,clear,34.6
264,1,2024-05-11,19,rain,31.4
265,1,2024-05-12,12,clear,27.0
266,1,2024-05-12,19,clear,33.2
267,1,2024-05-13,12,clear,17.2
268,1,2024-05-13,19,clear,26.2
269,1,2024-05-14,12,clear,36.5
270,1,2024-05-14,19,clear,33.6
271,1,2024-05-15,12,clear,39.0
272,1,2024-05-15,19,clear,39.8
273,1,2024-05-16,12,heatwave,24.9
274,1,2024-05-16,19,heatwave,27.7
275,1,2024-05-17,12,clear,25.5
276,1,2024-05-17,19,clear,28.2
277,1,2024-05-18,12,heatwave,28.2
278,1,2024-05-18,19,clear,23.0
279,1,2024-05-19,12,clear,26.5
280,1,2024-05-19,19,clear,33.4
281,1,2024-05-20,12,clear,36.3
282,1,2024-05-20,19,clear,34.6
283,1,2024-05-21,12,clear,33.3
284,1,2024-05-21,19,clear,26.9
285,1,2024-05-22,12,clear,24.4
286,1,2024-05-22,19,clear,29.5
287,1,2024-05-23,12,heavy_rain,27.4
288,1,2024-05-23,19,clear,31.3
289,1,2024-05-24,12,clear,20.2
290,1,2024-05-24,19,clear,32.1
291,1,2024-05-25,12,clear,30.0
292,1,2024-05-25,19,clear,23.4
293,1,2024-05-26,12,heatwave,27.9
294,1,2024-05-26,19,clear,32.5
295,1,2024-05-27,12,clear,35.2
296,1,2024-05-27,19,clear,40.1
297,1,2024-05-28,12,clear,37.7
298,1,2024-05-28,19,clear,38.9
299,1,2024-05-29,12,clear,32.7
300,1,2024-05-29,19,clear,33.9
301,1,2024-05-30,12,clear,31.3
302,1,2024-05-30,19,clear,17.5
303,1,2024-05-31,12,clear,21.5
304,1,2024-05-31,19,clear,29.7
305,1,2024-06-01,12,rain,34.0
306,1,2024-06-01,19,rain,23.5
307,1,2024-06-02,12,rain,36.6
308,1,2024-06-02,19,rain,31.3
309,1,2024-06-03,12,rain,29.4
310,1,2024-06-03,19,rain,24.9
311,1,2024-06-04,12,rain,28.9
312,1,2024-06-04,19,rain,33.1
313,1,2024-06-05,12,rain,27.8
314,1,2024-06-05,19,rain,29.6
315,1,2024-06-06,12,clear,16.5
316,1,2024-06-06,19,rain,37.1
317,1,2024-06-07,12,heatwave,19.8
318,1,2024-06-07,19,clear,32.0
319,1,2024-06-08,12,clear,27.6
320,1,2024-06-08,19,heatwave,33.9
321,1,2024-06-09,12,clear,32.1
322,1,2024-06-09,19,clear,29.0
323,1,2024-06-10,12,clear,18.8
324,1,2024-06-10,19,rain,36.1
325,1,2024-06-11,12,rain,29.7
326,1,2024-06-11,19,rain,34.6
327,1,2024-06-12,12,clear,24.6
328,1,2024-06-12,19,clear,33.5
329,1,2024-06-13,12,clear,26.0
330,1,2024-06-13,19,clear,33.8
331,1,2024-06-14,12,clear,34.7
332,1,2024-06-14,19,clear,29.1
333,1,2024-06-15,12,clear,37.0
334,1,2024-06-15,19,clear,38.2
335,1,2024-06-16,12,clear,23.2
336,1,2024-06-16,19,clear,22.2
337,1,2024-06-17,12,clear,22.1
338,1,2024-06-17,19,rain,29.6
339,1,2024-06-18,12,clear,31.0
340,1,2024-06-18,19,heavy_rain,29.5
341,1,2024-06-19,12,rain,31.8
342,1,2024-06-19,19,clear,25.5
343,1,2024-06-20,12,heavy_rain,27.3
344,1,2024-06-20,19,clear,33.5
345,1,2024-06-21,12,clear,25.2
346,1,2024-06-21,19,rain,33.6
347,1,2024-06-22,12,clear,22.3
348,1,2024-06-22,19,clear,36.5
349,1,2024-06-23,12,clear,32.2
350,1,2024-06-23,19,clear,33.1
351,1,2024-06-24,12,clear,25.1
352,1,2024-06-24,19,clear,28.3
353,1,2024-06-25,12,clear,25.7
354,1,2024-06-25,19,clear,25.3
355,1,2024-06-26,12,rain,33.7
356,1,2024-06-26,19,clear,24.9
357,1,2024-06-27,12,heavy_rain,28.6
358,1,2024-06-27,19,clear,28.3
359,1,2024-06-28,12,clear,27.0
360,1,2024-06-28,19,clear,35.3
361,1,2024-06-29,12,clear,35.0
362,1,2024-06-29,19,clear,26.4
363,1,2024-06-30,12,rain,33.8
364,1,2024-06-30,19,clear,31.4
365,1,2024-07-01,12,rain,32.5
366,1,2024-07-01,19,rain,27.1
367,1,2024-07-02,12,rain,42.7
368,1,2024-07-02,19,clear,25.2
369,1,2024-07-03,12,clear,25.5
370,1,2024-07-03,19,rain,31.4
371,1,2024-07-04,12,clear,27.8
372,1,2024-07-04,19,rain,25.7
373,1,2024-07-05,12,clear,23.5
374,1,2024-07-05,19,rain,34.5
375,1,2024-07-06,12,clear,33.2
376,1,2024-07-06,19,heatwave,26.9
377,1,2024-07-07,12,clear,29.5
378,1,2024-07-07,19,rain,27.2
379,1,2024-07-08,12,clear,26.9
380,1,2024-07-08,19,clear,30.5
381,1,2024-07-09,12,clear,22.5
382,1,2024-07-09,19,rain,28.3
383,1,2024-07-10,12,rain,41.8
384,1,2024-07-10,19,rain,31.7
385,1,2024-07-11,12,clear,32.7
386,1,2024-07-11,19,clear,37.2
387,1,2024-07-12,12,clear,30.0
388,1,2024-07-12,19,clear,30.7
389,1,2024-07-13,12,heatwave,22.8
390,1,2024-07-13,19,rain,35.2
391,1,2024-07-14,12,heavy_rain,22.4
392,1,2024-07-14,19,clear,35.6
393,1,2024-07-15,12,clear,23.9
394,1,2024-07-15,19,rain,24.4
395,1,2024-07-16,12,rain,27.5
396,1,2024-07-16,19,rain,27.4
397,1,2024-07-17,12,rain,34.8
398,1,2024-07-17,19,clear,35.0
399,1,2024-07-18,12,clear,21.5
400,1,2024-07-18,19,clear,29.3
401,1,2024-07-19,12,rain,33.1
402,1,2024-07-19,19,clear,27.1
403,1,2024-07-20,12,heavy_rain,18.1
404,1,2024-07-20,19,clear,22.0
405,1,2024-07-21,12,heavy_rain,29.4
406,1,2024-07-21,19,clear,30.8
407,1,2024-07-22,12,clear,40.7
408,1,2024-07-22,19,clear,42.0
409,1,2024-07-23,12,clear,21.7
410,1,2024-07-23,19,clear,33.1
411,1,2024-07-24,12,heavy_rain,34.5
412,1,2024-07-24,19,clear,36.1
413,1,2024-07-25,12,heatwave,32.4
414,1,2024-07-25,19,heavy_rain,22.4
415,1,2024-07-26,12,clear,37.2
416,1,2024-07-26,19,clear,30.0
417,1,2024-07-27,12,clear,33.3
418,1,2024-07-27,19,clear,29.2
419,1,2024-07-28,12,rain,33.6
420,1,2024-07-28,19,clear,22.3
421,1,2024-07-29,12,heavy_rain,34.8
422,1,2024-07-29,19,rain,25.9
423,1,2024-07-30,12,clear,28.5
424,1,2024-07-30,19,clear,27.1
425,1,2024-07-31,12,clear,25.8
426,1,2024-07-31,19,clear,32.2
427,1,2024-08-01,12,heatwave,27.1
428,1,2024-08-01,19,clear,30.7
429,1,2024-08-02,12,clear,23.1
430,1,2024-08-02,19,heatwave,37.3
431,1,2024-08-03,12,clear,24.4
432,1,2024-08-03,19,clear,39.4
433,1,2024-08-04,12,clear,35.8
434,1,2024-08-04,19,clear,33.9
435,1,2024-08-05,12,clear,27.2
436,1,2024-08-05,19,clear,25.6
437,1,2024-08-06,12,clear,28.1
438,1,2024-08-06,19,clear,22.3
439,1,2024-08-07,12,clear,42.6
440,1,2024-08-07,19,clear,32.1
441,1,2024-08-08,12,clear,29.0
442,1,2024-08-08,19,rain,37.6
443,1,2024-08-09,12,clear,26.1
444,1,2024-08-09,19,rain,17.7
445,1,2024-08-10,12,clear,19.8
446,1,2024-08-10,19,rain,26.9
447,1,2024-08-11,12,clear,23.3
448,1,2024-08-11,19,clear,33.4
449,1,2024-08-12,12,clear,27.2
450,1,2024-08-12,19,rain,32.1
451,1,2024-08-13,12,clear,33.1
452,1,2024-08-13,19,rain,33.1
453,1,2024-08-14,12,heavy_rain,31.8
454,1,2024-08-14,19,clear,33.3
455,1,2024-08-15,12,rain,32.7
456,1,2024-08-15,19,clear,32.3
457,1,2024-08-16,12,clear,25.9
458,1,2024-08-16,19,clear,30.6
459,1,2024-08-17,12,rain,23.7
460,1,2024-08-17,19,rain,31.2
461,1,2024-08-18,12,clear,28.5
462,1,2024-08-18,19,clear,33.0
463,1,2024-08-19,12,clear,32.6
464,1,2024-08-19,19,heavy_rain,30.6
465,1,2024-08-20,12,rain,28.7
466,1,2024-08-20,19,clear,28.5
467,1,2024-08-21,12,heavy_rain,32.6
468,1,2024-08-21,19,clear,26.5
469,1,2024-08-22,12,rain,22.4
470,1,2024-08-22,19,clear,28.1
471,1,2024-08-23,12,clear,31.9
472,1,2024-08-23,19,rain,27.6
473,1,2024-08-24,12,clear,29.6
474,1,2024-08-24,19,clear,31.4
475,1,2024-08-25,12,clear,30.9
476,1,2024-08-25,19,rain,25.6
477,1,2024-08-26,12,clear,23.3
478,1,2024-08-26,19,rain,29.0
479,1,2024-08-27,12,rain,29.1
480,1,2024-08-27,19,heavy_rain,28.5
481,1,2024-08-28,12,clear,30.9
482,1,2024-08-28,19,clear,32.1
483,1,2024-08-29,12,clear,31.8
484,1,2024-08-29,19,rain,30.7
485,1,2024-08-30,12,clear,35.3
486,1,2024-08-30,19,clear,28.8
487,1,2024-08-31,12,heavy_rain,29.4
488,1,2024-08-31,19,clear,25.0
489,1,2024-09-01,12,clear,34.1
490,1,2024-09-01,19,rain,30.1
491,1,2024-09-02,12,clear,29.7
492,1,2024-09-02,19,clear,34.7
493,1,2024-09-03,12,rain,15.5
494,1,2024-09-03,19,rain,38.9
495,1,2024-09-04,12,heatwave,25.2
496,1,2024-09-04,19,clear,37.6
497,1,2024-09-05,12,clear,25.5
498,1,2024-09-05,19,clear,30.8
499,1,2024-09-06,12,clear,31.3
500,1,2024-09-06,19,clear,33.0
501,1,2024-09-07,12,heavy_rain,32.6
502,1,2024-09-07,19,clear,24.3
503,1,2024-09-08,12,clear,19.7
504,1,2024-09-08,19,clear,29.4
505,1,2024-09-09,12,clear,19.4
506,1,2024-09-09,19,clear,30.6
507,1,2024-09-10,12,rain,33.5
508,1,2024-09-10,19,clear,29.7
509,1,2024-09-11,12,heavy_rain,33.1
510,1,2024-09-11,19,rain,22.1
511,1,2024-09-12,12,rain,23.7
512,1,2024-09-12,19,clear,26.0
513,1,2024-09-13,12,rain,21.9
514,1,2024-09-13,19,heatwave,44.8
515,1,2024-09-14,12,clear,38.5
516,1,2024-09-14,19,heavy_rain,31.6
517,1,2024-09-15,12,clear,39.5
518,1,2024-09-15,19,clear,32.4
519,1,2024-09-16,12,rain,41.3
520,1,2024-09-16,19,rain,33.1
521,1,2024-09-17,12,clear,29.4
522,1,2024-09-17,19,heavy_rain,40.2
523,1,2024-09-18,12,clear,24.8
524,1,2024-09-18,19,rain,26.7
525,1,2024-09-19,12,heavy_rain,37.0
526,1,2024-09-19,19,clear,24.9
527,1,2024-09-20,12,rain,26.9
528,1,2024-09-20,19,rain,28.1
529,1,2024-09-21,12,rain,32.9
530,1,2024-09-21,19,rain,32.5
531,1,2024-09-22,12,heavy_rain,24.1
532,1,2024-09-22,19,rain,34.8
533,1,2024-09-23,12,clear,37.2
534,1,2024-09-23,19,clear,29.5
535,1,2024-09-24,12,rain,29.5
536,1,2024-09-24,19,heatwave,34.2
537,1,2024-09-25,12,clear,24.2
538,1,2024-09-25,19,clear,20.8
539,1,2024-09-26,12,clear,36.4
540,1,2024-09-26,19,clear,21.5
541,1,2024-09-27,12,rain,31.5
542,1,2024-09-27,19,heavy_rain,32.4
543,1,2024-09-28,12,clear,24.2
544,1,2024-09-28,19,heavy_rain,30.7
545,1,2024-09-29,12,clear,33.1
546,1,2024-09-29,19,rain,34.4
547,1,2024-09-30,12,clear,19.2
548,1,2024-09-30,19,clear,30.4
549,1,2024-10-01,12,heatwave,26.8
550,1,2024-10-01,19,clear,34.0
551,1,2024-10-02,12,clear,29.6
552,1,2024-10-02,19,clear,36.6
553,1,2024-10-03,12,clear,31.1
554,1,2024-10-03,19,clear,33.5
555,1,2024-10-04,12,clear,26.3
556,1,2024-10-04,19,clear,29.2
557,1,2024-10-05,12,clear,33.7
558,1,2024-10-05,19,clear,34.0
559,1,2024-10-06,12,clear,31.9
560,1,2024-10-06,19,clear,33.2
561,1,2024-10-07,12,clear,35.5
562,1,2024-10-07,19,clear,21.1
563,1,2024-10-08,12,clear,33.0
564,1,2024-10-08,19,clear,28.8
565,1,2024-10-09,12,clear,22.6
566,1,2024-10-09,19,clear,33.4
567,1,2024-10-10,12,clear,36.5
568,1,2024-10-10,19,clear,22.0
569,1,2024-10-11,12,clear,35.2
570,1,2024-10-11,19,clear,20.9
571,1,2024-10-12,12,clear,34.5
572,1,2024-10-12,19,clear,28.5
573,1,2024-10-13,12,clear,29.1
574,1,2024-10-13,19,clear,31.4
575,1,2024-10-14,12,clear,33.0
576,1,2024-10-14,19,clear,38.6
577,1,2024-10-15,12,clear,34.9
578,1,2024-10-15,19,clear,34.3
579,1,2024-10-16,12,clear,25.0
580,1,2024-10-16,19,clear,34.5
581,1,2024-10-17,12,clear,32.1
582,1,2024-10-17,19,clear,30.9
583,1,2024-10-18,12,clear,30.1
584,1,2024-10-18,19,clear,28.2
585,1,2024-10-19,12,clear,35.0
586,1,2024-10-19,19,rain,37.2
587,1,2024-10-20,12,clear,33.9
588,1,2024-10-20,19,clear,28.8
589,1,2024-10-21,12,clear,23.1
590,1,2024-10-21,19,clear,29.4
591,1,2024-10-22,12,clear,25.9
592,1,2024-10-22,19,clear,33.7
593,1,2024-10-23,12,clear,34.6
594,1,2024-10-23,19,clear,25.3
595,1,2024-10-24,12,clear,33.9
596,1,2024-10-24,19,clear,24.7
597,1,2024-10-25,12,clear,30.6
598,1,2024-10-25,19,clear,26.0
599,1,2024-10-26,12,clear,38.7
600,1,2024-10-26,19,clear,22.9
601,1,2024-10-27,12,clear,39.5
602,1,2024-10-27,19,clear,31.9
603,1,2024-10-28,12,clear,37.8
604,1,2024-10-28,19,clear,29.6
605,1,2024-10-29,12,clear,18.4
606,1,2024-10-29,19,clear,26.4
607,1,2024-10-30,12,heavy_rain,27.4
608,1,2024-10-30,19,clear,30.5
609,1,2024-10-31,12,clear,27.3
610,1,2024-10-31,19,clear,27.2
611,1,2024-11-01,12,clear,21.4
612,1,2024-11-01,19,clear,37.1
613,1,2024-11-02,12,clear,32.0
614,1,2024-11-02,19,clear,29.1
615,1,2024-11-03,12,rain,30.0
616,1,2024-11-03,19,heatwave,29.4
617,1,2024-11-04,12,clear,29.4
618,1,2024-11-04,19,clear,42.2
619,1,2024-11-05,12,clear,31.7
620,1,2024-11-05,19,clear,39.5
621,1,2024-11-06,12,clear,35.2
622,1,2024-11-06,19,clear,32.0
623,1,2024-11-07,12,clear,31.1
624,1,2024-11-07,19,clear,34.4
625,1,2024-11-08,12,heatwave,35.8
626,1,2024-11-08,19,rain,30.9
627,1,2024-11-09,12,clear,27.3
628,1,2024-11-09,19,clear,25.0
629,1,2024-11-10,12,clear,37.6
630,1,2024-11-10,19,rain,33.0
631,1,2024-11-11,12,rain,29.4
632,1,2024-11-11,19,rain,30.5
633,1,2024-11-12,12,clear,26.1
634,1,2024-11-12,19,clear,39.2
635,1,2024-11-13,12,clear,33.9
636,1,2024-11-13,19,heatwave,29.0
637,1,2024-11-14,12,clear,32.3
638,1,2024-11-14,19,clear,23.8
639,1,2024-11-15,12,clear,27.3
640,1,2024-11-15,19,clear,38.6
641,1,2024-11-16,12,clear,28.8
642,1,2024-11-16,19,clear,29.2
643,1,2024-11-17,12,clear,26.9
644,1,2024-11-17,19,clear,23.8
645,1,2024-11-18,12,clear,24.8
646,1,2024-11-18,19,clear,27.8
647,1,2024-11-19,12,clear,22.3
648,1,2024-11-19,19,rain,28.6
649,1,2024-11-20,12,clear,33.0
650,1,2024-11-20,19,clear,26.7
651,1,2024-11-21,12,clear,30.3
652,1,2024-11-21,19,clear,34.6
653,1,2024-11-22,12,clear,32.6
654,1,2024-11-22,19,clear,32.9
655,1,2024-11-23,12,rain,34.5
656,1,2024-11-23,19,clear,37.4
657,1,2024-11-24,12,clear,36.7
658,1,2024-11-24,19,rain,26.8
659,1,2024-11-25,12,clear,38.8
660,1,2024-11-25,19,clear,22.8
661,1,2024-11-26,12,clear,19.8
662,1,2024-11-26,19,clear,33.9
663,1,2024-11-27,12,clear,34.6
664,1,2024-11-27,19,clear,27.0
665,1,2024-11-28,12,clear,23.9
666,1,2024-11-28,19,clear,32.6
667,1,2024-11-29,12,clear,30.2
668,1,2024-11-29,19,clear,22.1
669,1,2024-11-30,12,clear,21.5
670,1,2024-11-30,19,clear,34.8
671,1,2024-12-01,12,clear,32.2
672,1,2024-12-01,19,clear,36.6
673,1,2024-12-02,12,clear,24.5
674,1,2024-12-02,19,clear,19.1
675,1,2024-12-03,12,clear,27.6
676,1,2024-12-03,19,clear,27.1
677,1,2024-12-04,12,rain,29.1
678,1,2024-12-04,19,clear,40.6
679,1,2024-12-05,12,clear,21.2
680,1,2024-12-05,19,clear,34.7
681,1,2024-12-06,12,clear,28.3
682,1,2024-12-06,19,rain,40.1
683,1,2024-12-07,12,clear,25.1
684,1,2024-12-07,19,heatwave,39.1
685,1,2024-12-08,12,clear,32.3
686,1,2024-12-08,19,clear,30.4
687,1,2024-12-09,12,clear,25.0
688,1,2024-12-09,19,clear,20.0
