payment_id,order_id,payment_method,amount,payment_status,failure_reason,processed_at
320,320,wallet,448.76,failed,bank_decline,2024-08-08 21:07:33
321,321,wallet,204.31,success,,2024-11-25 20:04:32
322,322,wallet,412.55,success,,2024-06-01 12:21:41
323,323,upi,318.76,refunded,,2024-10-30 20:27:27
324,324,upi,227.61,success,,2024-05-30 13:34:30
325,325,wallet,446.93,success,,2024-11-02 19:40:31
326,326,upi,332.55,success,,2024-10-21 13:05:39
327,327,wallet,445.1,success,,2024-07-22 21:53:52
328,328,upi,307.43,success,,2024-08-05 21:06:53
329,329,upi,279.41,success,,2024-05-13 12:16:55
330,330,card,408.02,success,,2024-06-02 19:46:36
331,331,upi,436.83,success,,2024-07-30 13:08:54
332,332,wallet,425.17,success,,2024-07-15 19:47:27
333,333,card,294.09,refunded,,2024-07-03 12:25:10
334,334,upi,122.58,success,,2024-11-02 21:16:48
335,335,wallet,308.76,success,,2024-08-28 20:07:32
336,336,upi,412.27,success,,2024-12-19 19:53:31
337,337,upi,381.35,success,,2024-09-26 12:16:43
338,338,cod,356.45,success,,2024-12-05 19:13:52
339,339,upi,408.54,success,,2024-12-07 19:54:34
340,340,card,355.42,success,,2024-12-19 12:46:54
341,341,card,218.27,success,,2024-12-28 12:20:34
342,342,upi,478.94,success,,2024-12-19 20:21:09
343,343,upi,442.78,success,,2024-12-15 21:59:59
344,344,card,619.7,failed,bank_decline,2024-11-28 20:45:35
345,345,upi,233.49,success,,2024-12-23 20:37:24
346,346,card,255.78,success,,2024-12-20 12:23:17
347,347,wallet,308.53,success,,2024-12-03 12:49:21
348,348,wallet,158.75,success,,2024-08-29 12:28:18
349,349,upi,275.28,success,,2024-07-17 19:44:18
350,350,wallet,317.73,success,,2024-10-22 20:45:46
351,351,card,162.63,success,,2024-07-24 19:57:36
352,352,upi,381.3,success,,2024-07-07 20:21:09
353,353,upi,307.63,success,,2024-09-30 21:13:39
354,354,upi,424.01,success,,2024-10-03 19:44:47
355,355,wallet,370.3,refunded,,2024-09-27 20:28:07
356,356,upi,593.82,success,,2024-09-30 12:14:46
357,357,upi,464.14,success,,2024-10-31 20:48:31
358,358,upi,415.52,success,,2024-11-06 13:03:59
359,359,upi,477.89,success,,2024-11-25 19:20:23
360,360,upi,422.79,success,,2024-09-23 19:57:47
361,361,upi,531.08,success,,2024-09-13 19:26:07
362,362,upi,361.19,success,,2024-11-11 19:32:30
363,363,card,424.64,success,,2024-10-02 19:05:49
364,364,upi,521.38,success,,2024-10-10 12:26:10
365,365,card,415.15,success,,2024-10-20 13:37:49
366,366,card,256.93,success,,2024-10-17 13:32:16
367,367,upi,424.51,success,,2024-12-23 19:45:54
368,368,upi,353.14,success,,2024-12-22 20:10:53
369,369,upi,491.5,success,,2024-12-03 21:32:15
370,370,upi,484.47,success,,2024-11-08 19:59:29
371,371,wallet,375.0,success,,2024-09-14 19:53:10
372,372,upi,344.85,success,,2024-12-22 19:05:14
373,373,upi,495.92,success,,2024-09-15 19:36:10
374,374,upi,458.78,success,,2024-09-25 21:26:05
375,375,upi,215.13,success,,2024-11-13 21:42:40
376,376,wallet,167.2,success,,2024-12-21 20:37:47
377,377,card,321.96,success,,2024-12-23 21:01:23
378,378,upi,365.65,success,,2024-12-16 12:16:44
379,379,upi,203.29,success,,2024-11-17 12:37:47
380,380,card,309.28,success,,2024-12-26 21:37:44
381,381,upi,407.46,success,,2024-12-22 20:27:05
382,382,upi,350.86,success,,2024-12-15 13:47:43
383,383,wallet,357.42,success,,2024-12-29 12:07:41
384,384,wallet,375.78,refunded,,2024-11-27 12:13:07
385,385,card,280.08,success,,2024-11-21 12:25:51
386,386,upi,348.82,success,,2024-11-21 12:11:59
387,387,upi,439.12,success,,2024-11-29 19:20:11
388,388,upi,362.05,success,,2024-11-16 20:43:46
389,389,wallet,420.47,success,,2024-12-14 20:39:45
390,390,wallet,365.0,success,,2024-11-25 12:32:40
391,391,wallet,275.6,failed,bank_decline,2024-12-02 12:21:49
392,392,upi,211.08,success,,2024-11-15 19:18:55
393,393,upi,161.25,success,,2024-11-19 20:38:10
394,394,wallet,481.84,success,,2024-12-25 13:13:10
395,395,upi,378.53,success,,2024-11-25 21:07:42
396,396,wallet,421.49,success,,2024-11-25 19:30:39
397,397,upi,221.15,success,,2024-09-21 12:08:59
398,398,upi,342.2,success,,2024-11-01 13:02:34
399,399,upi,351.81,success,,2024-10-14 20:03:56
400,400,upi,293.45,success,,2024-12-27 19:49:56
401,401,upi,267.11,success,,2024-07-15 20:32:40
402,402,upi,306.86,success,,2024-10-19 12:57:15
403,403,upi,439.51,refunded,,2024-07-02 13:32:16
404,404,upi,381.58,success,,2024-11-26 19:58:59
405,405,card,557.16,success,,2024-07-03 19:29:39
406,406,upi,511.03,success,,2024-12-28 20:04:13
407,407,wallet,449.2,success,,2024-10-15 13:34:13
408,408,card,331.44,refunded,,2024-12-30 19:58:49
409,409,wallet,414.68,success,,2024-10-16 12:58:16
410,410,wallet,273.17,success,,2024-10-15 19:22:38
411,411,card,480.53,refunded,,2024-10-15 21:19:55
412,412,upi,477.74,success,,2024-12-29 12:24:16
413,413,upi,506.93,refunded,,2024-10-25 20:55:44
414,414,upi,338.39,success,,2024-10-28 19:14:54
415,415,upi,529.77,success,,2024-11-02 19:33:52
416,416,cod,397.94,success,,2024-12-05 12:46:46
417,417,upi,634.94,success,,2024-08-29 13:30:16
418,418,upi,368.42,success,,2024-09-18 12:38:08
419,419,upi,123.43,success,,2024-11-03 19:52:41
420,420,wallet,376.27,success,,2024-10-16 21:58:27
421,421,wallet,341.83,success,,2024-11-27 20:11:55
422,422,upi,309.63,success,,2024-07-24 12:22:37
423,423,upi,315.5,success,,2024-12-07 21:02:12
424,424,cod,385.28,success,,2024-09-08 12:47:10
425,425,upi,187.11,success,,2024-07-18 21:22:20
426,426,card,436.43,success,,2024-07-17 12:59:18
427,427,wallet,391.08,success,,2024-09-21 13:24:34
428,428,upi,678.19,success,,2024-07-17 13:27:05
429,429,upi,240.75,success,,2024-07-18 13:51:16
430,430,upi,367.77,success,,2024-12-08 21:11:14
431,431,card,282.25,success,,2024-08-23 12:14:31
432,432,upi,321.76,success,,2024-11-26 19:24:58
433,433,wallet,366.17,success,,2024-10-03 12:13:31
434,434,upi,290.32,success,,2024-12-23 12:53:22
435,435,upi,347.64,success,,2024-10-25 12:03:47
436,436,upi,399.36,refunded,,2024-11-17 20:38:05
437,437,cod,215.73,success,,2024-07-03 20:34:30
438,438,upi,518.78,success,,2024-12-22 20:07:31
439,439,card,386.57,success,,2024-07-05 20:09:18
440,440,upi,360.0,success,,2024-12-29 13:40:26
441,441,card,357.76,success,,2024-12-02 12:22:07
442,442,wallet,353.84,success,,2024-08-15 13:30:08
443,443,wallet,361.44,success,,2024-06-13 20:18:59
444,444,upi,259.9,success,,2024-08-17 13:54:39
445,445,upi,296.4,success,,2024-11-08 20:25:52
446,446,wallet,623.42,success,,2024-07-18 20:26:49
447,447,upi,131.36,success,,2024-06-30 20:30:08
448,448,card,622.7,success,,2024-09-29 19:36:21
449,449,upi,402.57,success,,2024-05-01 19:13:20
450,450,cod,400.05,success,,2024-05-29 13:10:08
451,451,upi,392.57,success,,2024-10-04 21:35:52
452,452,cod,483.06,success,,2024-07-30 13:18:22
453,453,upi,374.62,success,,2024-10-19 12:59:32
454,454,card,316.35,success,,2024-09-05 19:44:37
455,455,upi,436.52,success,,2024-07-26 19:45:34
456,456,card,259.89,success,,2024-10-17 20:25:27
457,457,upi,505.33,success,,2024-09-23 13:56:57
458,458,upi,436.4,success,,2024-08-04 13:46:52
459,459,upi,429.77,success,,2024-08-18 20:44:44
460,460,upi,437.79,success,,2024-09-14 13:20:59
461,461,upi,258.37,success,,2024-04-22 20:26:27
462,462,upi,623.72,success,,2024-08-08 19:58:27
463,463,wallet,437.26,success,,2024-05-30 20:39:44
464,464,wallet,676.21,success,,2024-09-14 19:21:43
465,465,upi,371.68,success,,2024-08-20 19:48:35
466,466,upi,347.2,success,,2024-06-21 19:37:59
467,467,wallet,521.57,success,,2024-09-02 19:47:37
468,468,card,384.15,success,,2024-12-13 12:31:11
469,469,card,340.46,success,,2024-05-01 12:26:16
470,470,wallet,444.97,success,,2024-11-18 21:55:15
471,471,upi,550.18,success,,2024-11-09 19:35:13
472,472,wallet,351.76,success,,2024-08-13 19:34:12
473,473,card,449.1,success,,2024-08-12 21:37:16
474,474,upi,386.52,success,,2024-10-19 19:59:45
475,475,wallet,202.25,success,,2024-08-28 20:46:53
476,476,card,546.34,success,,2024-08-10 20:59:58
477,477,card,600.57,success,,2024-06-30 21:41:29
478,478,upi,552.78,success,,2024-06-03 12:35:38
479,479,card,465.72,success,,2024-12-20 19:52:54
480,480,upi,281.8,success,,2024-12-23 20:14:25
481,481,card,666.34,success,,2024-12-23 19:19:22
482,482,card,357.43,success,,2024-07-14 12:11:41
483,483,upi,376.92,success,,2024-07-23 12:28:52
484,484,upi,318.55,success,,2024-08-31 12:15:53
485,485,upi,549.78,success,,2024-08-08 20:07:35
486,486,card,343.32,success,,2024-09-23 20:52:24
487,487,upi,418.47,success,,2024-08-15 20:09:13
488,488,wallet,335.51,refunded,,2024-11-22 20:31:13
489,489,cod,531.7,success,,2024-12-01 21:23:55
490,490,upi,417.9,success,,2024-12-04 21:56:06
491,491,card,310.84,success,,2024-11-16 12:58:33
492,492,upi,325.28,success,,2024-05-11 13:29:51
493,493,upi,363.94,refunded,,2024-07-27 19:03:25
494,494,wallet,310.24,success,,2024-07-11 12:30:17
495,495,wallet,269.5,success,,2024-08-28 19:41:31
496,496,upi,437.67,success,,2024-10-16 20:46:48
497,497,upi,393.1,success,,2024-10-03 21:29:13
498,498,upi,434.82,success,,2024-10-08 21:02:49
499,499,wallet,165.54,success,,2024-10-12 21:43:54
500,500,card,202.72,success,,2024-07-21 12:17:27
501,501,wallet,491.32,success,,2024-07-15 20:28:15
502,502,upi,322.17,success,,2024-08-13 20:53:17
503,503,card,429.64,success,,2024-08-02 12:23:24
504,504,wallet,297.97,success,,2024-10-29 20:25:29
505,505,wallet,307.2,success,,2024-11-22 12:14:27
506,506,wallet,186.31,success,,2024-07-15 13:29:33
507,507,upi,413.16,success,,2024-12-20 20:28:24
508,508,upi,498.97,success,,2024-11-19 19:48:51
509,509,upi,426.82,success,,2024-09-19 12:51:50
510,510,upi,421.07,success,,2024-10-11 20:44:40
511,511,upi,405.82,success,,2024-12-28 21:57:34
