traffic_id,city_id,date,hour,traffic_index
151,1,2024-03-16,12,8.14
152,1,2024-03-16,19,7.46
153,1,2024-03-17,12,6.83
154,1,2024-03-17,19,7.7
155,1,2024-03-18,12,9.59
156,1,2024-03-18,19,9.59
157,1,2024-03-19,12,9.26
158,1,2024-03-19,19,9.12
159,1,2024-03-20,12,10.0
160,1,2024-03-20,19,10.0
161,1,2024-03-21,12,9.73
162,1,2024-03-21,19,9.02
163,1,2024-03-22,12,7.78
164,1,2024-03-22,19,8.97
165,1,2024-03-23,12,7.21
166,1,2024-03-23,19,7.05
167,1,2024-03-24,12,5.64
168,1,2024-03-24,19,6.38
169,1,2024-03-25,12,9.35
170,1,2024-03-25,19,9.02
171,1,2024-03-26,12,9.6
172,1,2024-03-26,19,7.96
173,1,2024-03-27,12,8.92
174,1,2024-03-27,19,8.11
175,1,2024-03-28,12,9.62
176,1,2024-03-28,19,8.9
177,1,2024-03-29,12,9.78
178,1,2024-03-29,19,10.0
179,1,2024-03-30,12,8.2
180,1,2024-03-30,19,6.95
181,1,2024-03-31,12,7.87
182,1,2024-03-31,19,6.79
183,1,2024-04-01,12,9.59
184,1,2024-04-01,19,8.62
185,1,2024-04-02,12,8.21
186,1,2024-04-02,19,7.79
187,1,2024-04-03,12,7.29
188,1,2024-04-03,19,8.05
189,1,2024-04-04,12,9.24
190,1,2024-04-04,19,9.54
191,1,2024-04-05,12,8.73
192,1,2024-04-05,19,8.71
193,1,2024-04-06,12,6.72
194,1,2024-04-06,19,7.06
195,1,2024-04-07,12,6.81
196,1,2024-04-07,19,6.86
197,1,2024-04-08,12,9.8
198,1,2024-04-08,19,9.51
199,1,2024-04-09,12,8.07
200,1,2024-04-09,19,10.0
201,1,2024-04-10,12,8.95
202,1,2024-04-10,19,10.0
203,1,2024-04-11,12,8.99
204,1,2024-04-11,19,7.42
205,1,2024-04-12,12,8.97
206,1,2024-04-12,19,7.8
207,1,2024-04-13,12,7.52
208,1,2024-04-13,19,6.12
209,1,2024-04-14,12,6.26
210,1,2024-04-14,19,6.59
211,1,2024-04-15,12,10.0
212,1,2024-04-15,19,9.18
213,1,2024-04-16,12,10.0
214,1,2024-04-16,19,9.62
215,1,2024-04-17,12,9.82
216,1,2024-04-17,19,10.0
217,1,2024-04-18,12,9.79
218,1,2024-04-18,19,8.72
219,1,2024-04-19,12,8.72
220,1,2024-04-19,19,10.0
221,1,2024-04-20,12,7.15
222,1,2024-04-20,19,6.39
223,1,2024-04-21,12,7.09
224,1,2024-04-21,19,5.46
225,1,2024-04-22,12,10.0
226,1,2024-04-22,19,9.88
227,1,2024-04-23,12,9.31
228,1,2024-04-23,19,9.06
229,1,2024-04-24,12,9.62
230,1,2024-04-24,19,8.28
231,1,2024-04-25,12,8.92
232,1,2024-04-25,19,9.73
233,1,2024-04-26,12,10.0
234,1,2024-04-26,19,9.55
235,1,2024-04-27,12,7.41
236,1,2024-04-27,19,6.28
237,1,2024-04-28,12,5.87
238,1,2024-04-28,19,4.75
239,1,2024-04-29,12,10.0
240,1,2024-04-29,19,10.0
241,1,2024-04-30,12,8.76
242,1,2024-04-30,19,9.37
243,1,2024-05-01,12,10.0
244,1,2024-05-01,19,9.23
245,1,2024-05-02,12,9.45
246,1,2024-05-02,19,8.84
247,1,2024-05-03,12,8.67
248,1,2024-05-03,19,8.02
249,1,2024-05-04,12,6.39
250,1,2024-05-04,19,7.23
251,1,2024-05-05,12,8.21
252,1,2024-05-05,19,8.7
253,1,2024-05-06,12,9.31
254,1,2024-05-06,19,9.32
255,1,2024-05-07,12,10.0
256,1,2024-05-07,19,8.58
257,1,2024-05-08,12,9.74
258,1,2024-05-08,19,8.74
259,1,2024-05-09,12,10.0
260,1,2024-05-09,19,8.22
261,1,2024-05-10,12,9.92
262,1,2024-05-10,19,9.07
263,1,2024-05-11,12,6.98
264,1,2024-05-11,19,5.58
265,1,2024-05-12,12,6.86
266,1,2024-05-12,19,6.84
267,1,2024-05-13,12,8.54
268,1,2024-05-13,19,8.03
269,1,2024-05-14,12,8.64
270,1,2024-05-14,19,8.38
271,1,2024-05-15,12,8.24
272,1,2024-05-15,19,8.79
273,1,2024-05-16,12,9.5
274,1,2024-05-16,19,9.46
275,1,2024-05-17,12,10.0
276,1,2024-05-17,19,9.13
277,1,2024-05-18,12,6.55
278,1,2024-05-18,19,6.94
279,1,2024-05-19,12,5.45
280,1,2024-05-19,19,6.34
281,1,2024-05-20,12,9.89
282,1,2024-05-20,19,9.6
283,1,2024-05-21,12,7.97
284,1,2024-05-21,19,9.67
285,1,2024-05-22,12,9.95
286,1,2024-05-22,19,9.57
287,1,2024-05-23,12,8.88
288,1,2024-05-23,19,9.03
289,1,2024-05-24,12,10.0
290,1,2024-05-24,19,9.4
291,1,2024-05-25,12,6.36
292,1,2024-05-25,19,7.35
293,1,2024-05-26,12,6.62
294,1,2024-05-26,19,6.98
295,1,2024-05-27,12,9.67
296,1,2024-05-27,19,7.95
297,1,2024-05-28,12,9.79
298,1,2024-05-28,19,9.02
299,1,2024-05-29,12,8.74
300,1,2024-05-29,19,9.41
301,1,2024-05-30,12,8.17
302,1,2024-05-30,19,10.0
303,1,2024-05-31,12,9.34
304,1,2024-05-31,19,10.0
305,1,2024-06-01,12,6.77
306,1,2024-06-01,19,7.28
307,1,2024-06-02,12,7.1
308,1,2024-06-02,19,8.83
309,1,2024-06-03,12,8.4
310,1,2024-06-03,19,10.0
311,1,2024-06-04,12,10.0
312,1,2024-06-04,19,9.68
313,1,2024-06-05,12,10.0
314,1,2024-06-05,19,10.0
315,1,2024-06-06,12,8.93
316,1,2024-06-06,19,9.5
317,1,2024-06-07,12,10.0
318,1,2024-06-07,19,7.65
319,1,2024-06-08,12,7.18
320,1,2024-06-08,19,7.6
321,1,2024-06-09,12,6.3
322,1,2024-06-09,19,6.2
323,1,2024-06-10,12,8.82
324,1,2024-06-10,19,9.83
325,1,2024-06-11,12,9.65
326,1,2024-06-11,19,10.0
327,1,2024-06-12,12,7.95
328,1,2024-06-12,19,8.86
329,1,2024-06-13,12,8.72
330,1,2024-06-13,19,9.05
331,1,2024-06-14,12,10.0
332,1,2024-06-14,19,8.27
333,1,2024-06-15,12,6.11
334,1,2024-06-15,19,6.72
335,1,2024-06-16,12,7.64
336,1,2024-06-16,19,6.07
337,1,2024-06-17,12,7.97
338,1,2024-06-17,19,8.45
339,1,2024-06-18,12,10.0
340,1,2024-06-18,19,10.0
341,1,2024-06-19,12,7.59
342,1,2024-06-19,19,7.78
343,1,2024-06-20,12,9.79
344,1,2024-06-20,19,8.43
345,1,2024-06-21,12,10.0
346,1,2024-06-21,19,9.18
347,1,2024-06-22,12,5.26
348,1,2024-06-22,19,5.79
349,1,2024-06-23,12,6.41
350,1,2024-06-23,19,7.13
351,1,2024-06-24,12,9.33
352,1,2024-06-24,19,8.82
353,1,2024-06-25,12,9.37
354,1,2024-06-25,19,7.41
355,1,2024-06-26,12,8.56
356,1,2024-06-26,19,9.05
357,1,2024-06-27,12,10.0
358,1,2024-06-27,19,10.0
359,1,2024-06-28,12,9.6
360,1,2024-06-28,19,8.04
361,1,2024-06-29,12,6.73
362,1,2024-06-29,19,6.58
363,1,2024-06-30,12,6.09
364,1,2024-06-30,19,5.73
365,1,2024-07-01,12,9.4
366,1,2024-07-01,19,9.91
367,1,2024-07-02,12,8.04
368,1,2024-07-02,19,10.0
369,1,2024-07-03,12,9.96
370,1,2024-07-03,19,9.51
371,1,2024-07-04,12,9.7
372,1,2024-07-04,19,10.0
373,1,2024-07-05,12,8.36
374,1,2024-07-05,19,10.0
375,1,2024-07-06,12,9.01
376,1,2024-07-06,19,5.46
377,1,2024-07-07,12,6.62
378,1,2024-07-07,19,6.62
379,1,2024-07-08,12,8.89
380,1,2024-07-08,19,9.96
381,1,2024-07-09,12,10.0
382,1,2024-07-09,19,8.46
383,1,2024-07-10,12,10.0
384,1,2024-07-10,19,10.0
385,1,2024-07-11,12,9.59
386,1,2024-07-11,19,9.22
387,1,2024-07-12,12,8.81
388,1,2024-07-12,19,8.57
389,1,2024-07-13,12,6.2
390,1,2024-07-13,19,7.93
391,1,2024-07-14,12,6.16
392,1,2024-07-14,19,7.98
393,1,2024-07-15,12,10.0
394,1,2024-07-15,19,9.59
395,1,2024-07-16,12,9.36
396,1,2024-07-16,19,9.32
397,1,2024-07-17,12,7.99
398,1,2024-07-17,19,9.93
399,1,2024-07-18,12,8.75
400,1,2024-07-18,19,10.0
401,1,2024-07-19,12,8.83
402,1,2024-07-19,19,6.74
403,1,2024-07-20,12,6.64
404,1,2024-07-20,19,6.17
405,1,2024-07-21,12,6.17
406,1,2024-07-21,19,8.62
407,1,2024-07-22,12,9.36
408,1,2024-07-22,19,7.53
409,1,2024-07-23,12,7.52
410,1,2024-07-23,19,8.03
411,1,2024-07-24,12,9.82
412,1,2024-07-24,19,10.0
413,1,2024-07-25,12,9.09
414,1,2024-07-25,19,8.83
415,1,2024-07-26,12,8.2
416,1,2024-07-26,19,8.1
417,1,2024-07-27,12,6.92
418,1,2024-07-27,19,7.87
419,1,2024-07-28,12,6.02
420,1,2024-07-28,19,7.56
421,1,2024-07-29,12,9.46
422,1,2024-07-29,19,9.33
423,1,2024-07-30,12,10.0
424,1,2024-07-30,19,10.0
425,1,2024-07-31,12,8.51
426,1,2024-07-31,19,7.15
427,1,2024-08-01,12,7.92
428,1,2024-08-01,19,8.87
429,1,2024-08-02,12,9.15
430,1,2024-08-02,19,10.0
431,1,2024-08-03,12,7.87
432,1,2024-08-03,19,9.16
433,1,2024-08-04,12,6.8
434,1,2024-08-04,19,7.76
435,1,2024-08-05,12,8.41
436,1,2024-08-05,19,10.0
437,1,2024-08-06,12,9.17
438,1,2024-08-06,19,10.0
439,1,2024-08-07,12,9.27
440,1,2024-08-07,19,6.9
441,1,2024-08-08,12,8.09
442,1,2024-08-08,19,9.54
443,1,2024-08-09,12,8.04
444,1,2024-08-09,19,8.26
445,1,2024-08-10,12,7.67
446,1,2024-08-10,19,7.69
447,1,2024-08-11,12,8.14
448,1,2024-08-11,19,7.49
449,1,2024-08-12,12,9.59
450,1,2024-08-12,19,10.0
451,1,2024-08-13,12,8.69
452,1,2024-08-13,19,8.83
453,1,2024-08-14,12,9.23
454,1,2024-08-14,19,10.0
455,1,2024-08-15,12,8.86
456,1,2024-08-15,19,9.0
457,1,2024-08-16,12,10.0
458,1,2024-08-16,19,8.88
459,1,2024-08-17,12,6.32
460,1,2024-08-17,19,6.44
461,1,2024-08-18,12,7.12
462,1,2024-08-18,19,8.04
463,1,2024-08-19,12,7.81
464,1,2024-08-19,19,10.0
465,1,2024-08-20,12,8.54
466,1,2024-08-20,19,10.0
467,1,2024-08-21,12,10.0
468,1,2024-08-21,19,9.88
469,1,2024-08-22,12,8.28
470,1,2024-08-22,19,9.59
471,1,2024-08-23,12,9.09
472,1,2024-08-23,19,9.86
473,1,2024-08-24,12,6.75
474,1,2024-08-24,19,6.53
475,1,2024-08-25,12,7.53
476,1,2024-08-25,19,7.11
477,1,2024-08-26,12,8.04
478,1,2024-08-26,19,7.16
479,1,2024-08-27,12,7.01
480,1,2024-08-27,19,7.59
481,1,2024-08-28,12,10.0
482,1,2024-08-28,19,8.7
483,1,2024-08-29,12,9.29
484,1,2024-08-29,19,8.9
485,1,2024-08-30,12,9.45
486,1,2024-08-30,19,9.23
487,1,2024-08-31,12,6.71
488,1,2024-08-31,19,7.13
489,1,2024-09-01,12,7.41
490,1,2024-09-01,19,6.03
491,1,2024-09-02,12,8.85
492,1,2024-09-02,19,7.63
493,1,2024-09-03,12,9.27
494,1,2024-09-03,19,10.0
495,1,2024-09-04,12,8.34
496,1,2024-09-04,19,8.45
497,1,2024-09-05,12,8.1
498,1,2024-09-05,19,7.14
499,1,2024-09-06,12,9.29
500,1,2024-09-06,19,7.92
501,1,2024-09-07,12,6.37
502,1,2024-09-07,19,6.2
503,1,2024-09-08,12,6.54
504,1,2024-09-08,19,8.18
505,1,2024-09-09,12,9.7
506,1,2024-09-09,19,7.07
507,1,2024-09-10,12,9.94
508,1,2024-09-10,19,8.86
509,1,2024-09-11,12,8.61
510,1,2024-09-11,19,10.0
511,1,2024-09-12,12,10.0
512,1,2024-09-12,19,10.0
513,1,2024-09-13,12,10.0
514,1,2024-09-13,19,8.86
515,1,2024-09-14,12,6.91
516,1,2024-09-14,19,5.6
517,1,2024-09-15,12,5.4
518,1,2024-09-15,19,7.14
519,1,2024-09-16,12,8.61
520,1,2024-09-16,19,8.63
521,1,2024-09-17,12,9.99
522,1,2024-09-17,19,7.52
523,1,2024-09-18,12,8.37
524,1,2024-09-18,19,8.24
525,1,2024-09-19,12,10.0
526,1,2024-09-19,19,10.0
527,1,2024-09-20,12,7.66
528,1,2024-09-20,19,9.57
529,1,2024-09-21,12,7.19
530,1,2024-09-21,19,7.92
531,1,2024-09-22,12,8.08
532,1,2024-09-22,19,6.38
533,1,2024-09-23,12,9.54
534,1,2024-09-23,19,8.89
535,1,2024-09-24,12,7.18
536,1,2024-09-24,19,9.4
537,1,2024-09-25,12,8.57
538,1,2024-09-25,19,9.78
539,1,2024-09-26,12,10.0
540,1,2024-09-26,19,8.54
541,1,2024-09-27,12,9.96
542,1,2024-09-27,19,7.84
543,1,2024-09-28,12,5.05
544,1,2024-09-28,19,7.13
545,1,2024-09-29,12,7.91
546,1,2024-09-29,19,8.19
547,1,2024-09-30,12,8.21
548,1,2024-09-30,19,9.45
549,1,2024-10-01,12,10.0
550,1,2024-10-01,19,9.91
551,1,2024-10-02,12,8.16
552,1,2024-10-02,19,9.33
553,1,2024-10-03,12,9.62
554,1,2024-10-03,19,8.59
555,1,2024-10-04,12,9.6
556,1,2024-10-04,19,8.7
557,1,2024-10-05,12,7.1
558,1,2024-10-05,19,6.79
559,1,2024-10-06,12,7.72
560,1,2024-10-06,19,5.81
561,1,2024-10-07,12,9.66
562,1,2024-10-07,19,9.92
563,1,2024-10-08,12,10.0
564,1,2024-10-08,19,9.8
565,1,2024-10-09,12,10.0
566,1,2024-10-09,19,8.86
567,1,2024-10-10,12,10.0
568,1,2024-10-10,19,9.76
569,1,2024-10-11,12,9.88
570,1,2024-10-11,19,9.92
571,1,2024-10-12,12,8.56
572,1,2024-10-12,19,8.53
573,1,2024-10-13,12,6.11
574,1,2024-10-13,19,7.36
575,1,2024-10-14,12,8.95
576,1,2024-10-14,19,8.55
577,1,2024-10-15,12,9.64
578,1,2024-10-15,19,8.75
579,1,2024-10-16,12,10.0
580,1,2024-10-16,19,9.15
581,1,2024-10-17,12,8.29
582,1,2024-10-17,19,8.79
583,1,2024-10-18,12,10.0
584,1,2024-10-18,19,9.31
585,1,2024-10-19,12,8.61
586,1,2024-10-19,19,8.29
587,1,2024-10-20,12,6.43
588,1,2024-10-20,19,7.58
589,1,2024-10-21,12,9.31
590,1,2024-10-21,19,9.32
591,1,2024-10-22,12,8.09
592,1,2024-10-22,19,10.0
593,1,2024-10-23,12,9.62
594,1,2024-10-23,19,8.1
595,1,2024-10-24,12,9.6
596,1,2024-10-24,19,10.0
597,1,2024-10-25,12,10.0
598,1,2024-10-25,19,10.0
599,1,2024-10-26,12,7.3
600,1,2024-10-26,19,5.87
601,1,2024-10-27,12,7.25
602,1,2024-10-27,19,9.38
603,1,2024-10-28,12,8.96
604,1,2024-10-28,19,9.28
605,1,2024-10-29,12,9.51
606,1,2024-10-29,19,8.06
607,1,2024-10-30,12,8.93
608,1,2024-10-30,19,8.57
609,1,2024-10-31,12,8.59
610,1,2024-10-31,19,7.91
611,1,2024-11-01,12,10.0
612,1,2024-11-01,19,8.77
613,1,2024-11-02,12,6.2
614,1,2024-11-02,19,7.12
615,1,2024-11-03,12,6.67
616,1,2024-11-03,19,6.85
617,1,2024-11-04,12,8.0
618,1,2024-11-04,19,7.71
619,1,2024-11-05,12,10.0
620,1,2024-11-05,19,9.6
621,1,2024-11-06,12,10.0
622,1,2024-11-06,19,8.99
623,1,2024-11-07,12,7.28
624,1,2024-11-07,19,8.01
625,1,2024-11-08,12,10.0
626,1,2024-11-08,19,9.28
627,1,2024-11-09,12,6.64
628,1,2024-11-09,19,6.52
629,1,2024-11-10,12,5.83
630,1,2024-11-10,19,7.77
631,1,2024-11-11,12,9.49
632,1,2024-11-11,19,10.0
633,1,2024-11-12,12,8.96
634,1,2024-11-12,19,8.43
635,1,2024-11-13,12,8.71
636,1,2024-11-13,19,9.82
637,1,2024-11-14,12,9.58
638,1,2024-11-14,19,9.58
639,1,2024-11-15,12,8.85
640,1,2024-11-15,19,10.0
641,1,2024-11-16,12,6.99
642,1,2024-11-16,19,8.14
643,1,2024-11-17,12,6.3
644,1,2024-11-17,19,6.11
645,1,2024-11-18,12,8.56
646,1,2024-11-18,19,9.45
647,1,2024-11-19,12,10.0
648,1,2024-11-19,19,10.0
649,1,2024-11-20,12,10.0
650,1,2024-11-20,19,8.99
651,1,2024-11-21,12,10.0
652,1,2024-11-21,19,10.0
653,1,2024-11-22,12,8.77
654,1,2024-11-22,19,10.0
655,1,2024-11-23,12,6.47
656,1,2024-11-23,19,7.69
657,1,2024-11-24,12,5.8
658,1,2024-11-24,19,5.91
659,1,2024-11-25,12,8.82
660,1,2024-11-25,19,9.84
661,1,2024-11-26,12,7.95
662,1,2024-11-26,19,8.91
663,1,2024-11-27,12,8.58
664,1,2024-11-27,19,9.9
665,1,2024-11-28,12,9.41
666,1,2024-11-28,19,10.0
667,1,2024-11-29,12,8.76
668,1,2024-11-29,19,10.0
669,1,2024-11-30,12,8.25
670,1,2024-11-30,19,6.76
671,1,2024-12-01,12,7.55
672,1,2024-12-01,19,7.97
673,1,2024-12-02,12,8.11
674,1,2024-12-02,19,9.27
675,1,2024-12-03,12,9.32
676,1,2024-12-03,19,10.0
677,1,2024-12-04,12,8.53
678,1,2024-12-04,19,8.6
679,1,2024-12-05,12,8.5
680,1,2024-12-05,19,9.42
681,1,2024-12-06,12,9.31
682,1,2024-12-06,19,8.24
683,1,2024-12-07,12,7.59
684,1,2024-12-07,19,7.1
685,1,2024-12-08,12,7.0
686,1,2024-12-08,19,7.54
687,1,2024-12-09,12,10.0
688,1,2024-12-09,19,8.88
689,1,2024-12-10,12,8.83
690,1,2024-12-10,19,8.2
691,1,2024-12-11,12,9.0
692,1,2024-12-11,19,8.65
693,1,2024-12-12,12,9.26
694,1,2024-12-12,19,10.0
695,1,2024-12-13,12,9.59
696,1,2024-12-13,19,9.54
697,1,2024-12-14,12,7.29
698,1,2024-12-14,19,7.35
699,1,2024-12-15,12,7.36
700,1,2024-12-15,19,7.05
701,1,2024-12-16,12,10.0
702,1,2024-12-16,19,9.62
703,1,2024-12-17,12,7.22
704,1,2024-12-17,19,10.0
705,1,2024-12-18,12,9.04
706,1,2024-12-18,19,9.41
707,1,2024-12-19,12,9.93
708,1,2024-12-19,19,8.81
709,1,2024-12-20,12,9.05
710,1,2024-12-20,19,10.0
711,1,2024-12-21,12,7.04
712,1,2024-12-21,19,6.14
713,1,2024-12-22,12,5.4
714,1,2024-12-22,19,6.98
715,1,2024-12-23,12,9.06
716,1,2024-12-23,19,10.0
717,1,2024-12-24,12,10.0
718,1,2024-12-24,19,9.84
719,1,2024-12-25,12,8.23
720,1,2024-12-25,19,10.0
721,1,2024-12-26,12,9.9
722,1,2024-12-26,19,9.04
723,1,2024-12-27,12,9.26
724,1,2024-12-27,19,9.51
725,1,2024-12-28,12,8.05
726,1,2024-12-28,19,6.59
727,1,2024-12-29,12,6.55
728,1,2024-12-29,19,8.21
729,1,2024-12-30,12,9.9
730,1,2024-12-30,19,8.48
731,2,2024-01-01,12,10.0
732,2,2024-01-01,19,9.1
733,2,2024-01-02,12,9.38
734,2,2024-01-02,19,10.0
735,2,2024-01-03,12,10.0
736,2,2024-01-03,19,8.03
737,2,2024-01-04,12,8.58
738,2,2024-01-04,19,10.0
739,2,2024-01-05,12,10.0
740,2,2024-01-05,19,10.0
741,2,2024-01-06,12,6.61
742,2,2024-01-06,19,6.81
743,2,2024-01-07,12,6.8
744,2,2024-01-07,19,6.68
745,2,2024-01-08,12,8.95
746,2,2024-01-08,19,10.0
747,2,2024-01-09,12,9.19
748,2,2024-01-09,19,10.0
749,2,2024-01-10,12,9.08
750,2,2024-01-10,19,10.0
751,2,2024-01-11,12,9.52
752,2,2024-01-11,19,9.16
753,2,2024-01-12,12,9.87
754,2,2024-01-12,19,9.89
755,2,2024-01-13,12,7.22
756,2,2024-01-13,19,7.56
757,2,2024-01-14,12,6.52
758,2,2024-01-14,19,8.54
759,2,2024-01-15,12,9.29
760,2,2024-01-15,19,10.0
761,2,2024-01-16,12,10.0
762,2,2024-01-16,19,10.0
763,2,2024-01-17,12,10.0
764,2,2024-01-17,19,9.96
765,2,2024-01-18,12,10.0
766,2,2024-01-18,19,9.19
767,2,2024-01-19,12,9.04
768,2,2024-01-19,19,9.82
769,2,2024-01-20,12,8.06
770,2,2024-01-20,19,7.77
771,2,2024-01-21,12,7.25
772,2,2024-01-21,19,6.42
773,2,2024-01-22,12,8.59
774,2,2024-01-22,19,10.0
775,2,2024-01-23,12,7.59
776,2,2024-01-23,19,9.83
777,2,2024-01-24,12,10.0
778,2,2024-01-24,19,9.9
779,2,2024-01-25,12,10.0
780,2,2024-01-25,19,10.0
781,2,2024-01-26,12,10.0
782,2,2024-01-26,19,8.86
783,2,2024-01-27,12,7.4
784,2,2024-01-27,19,8.66
785,2,2024-01-28,12,6.32
786,2,2024-01-28,19,7.47
787,2,2024-01-29,12,10.0
788,2,2024-01-29,19,9.75
789,2,2024-01-30,12,10.0
790,2,2024-01-30,19,8.92
791,2,2024-01-31,12,10.0
792,2,2024-01-31,19,9.42
793,2,2024-02-01,12,10.0
794,2,2024-02-01,19,10.0
795,2,2024-02-02,12,9.98
796,2,2024-02-02,19,8.99
797,2,2024-02-03,12,6.06
798,2,2024-02-03,19,8.63
799,2,2024-02-04,12,8.67
800,2,2024-02-04,19,7.32
801,2,2024-02-05,12,8.35
802,2,2024-02-05,19,9.95
803,2,2024-02-06,12,8.23
804,2,2024-02-06,19,9.23
805,2,2024-02-07,12,9.61
806,2,2024-02-07,19,10.0
807,2,2024-02-08,12,9.9
808,2,2024-02-08,19,9.33
809,2,2024-02-09,12,10.0
810,2,2024-02-09,19,10.0
811,2,2024-02-10,12,7.73
812,2,2024-02-10,19,7.17
813,2,2024-02-11,12,9.21
814,2,2024-02-11,19,6.25
815,2,2024-02-12,12,10.0
816,2,2024-02-12,19,10.0
817,2,2024-02-13,12,10.0
818,2,2024-02-13,19,10.0
819,2,2024-02-14,12,9.32
820,2,2024-02-14,19,8.72
821,2,2024-02-15,12,10.0
