user_id,signup_date,city_id,acquisition_channel,referred_by_user_id,is_premium_member,premium_start_date,age_band,gender,device_type,signup_channel_cost,is_churned,churned_at
97,2024-10-01,3,paid_search,,False,,25-34,male,Android,187.3,False,
98,2024-12-07,2,referral,50,False,,25-34,female,Android,55.28,False,
99,2024-09-23,4,paid_social,,False,,18-24,male,Android,167.84,False,
100,2024-10-26,4,paid_search,,False,,25-34,male,Android,252.92,False,
101,2024-12-30,3,referral,15,False,,45+,male,Android,61.71,False,
102,2024-07-18,2,organic,,False,,18-24,male,Android,,False,
103,2024-07-11,2,paid_social,,False,,25-34,male,iOS,204.8,False,
104,2024-06-02,1,organic,,False,,25-34,female,Android,,False,
105,2024-10-09,2,organic,,False,,25-34,male,iOS,,False,
106,2024-06-20,2,paid_social,,False,,25-34,male,iOS,195.77,False,
107,2024-10-15,2,paid_search,,False,,18-24,female,Android,246.57,False,
108,2024-10-09,3,push_reactivation,,False,,18-24,female,Android,40.15,False,
109,2024-02-23,2,organic,,True,2024-12-25,25-34,male,Android,,False,
110,2024-03-02,1,organic,,False,,18-24,female,Android,,False,
111,2024-06-26,10,paid_social,,True,2024-08-23,35-44,male,Android,175.5,False,
112,2024-08-25,1,organic,,False,,35-44,female,Android,,False,
113,2024-07-04,7,organic,,False,,25-34,male,Android,,False,
114,2024-12-15,2,organic,,False,,35-44,male,Android,,False,
115,2024-04-21,2,paid_search,,False,,18-24,male,Android,187.61,False,
116,2024-06-04,6,paid_social,,False,,18-24,female,Android,184.87,False,
117,2024-05-02,4,paid_search,,False,,45+,male,Android,243.46,False,
118,2024-12-27,5,paid_social,,False,,35-44,female,Android,196.91,False,
119,2024-08-03,9,organic,,True,2024-08-24,18-24,male,Android,,False,
120,2024-05-04,2,referral,78,False,,25-34,female,Android,63.75,False,
121,2024-04-15,4,organic,,False,,18-24,male,iOS,,False,
122,2024-01-14,3,organic,,False,,25-34,male,iOS,,False,
123,2024-12-04,4,paid_social,,False,,18-24,female,Android,186.58,False,
124,2024-10-12,2,paid_search,,False,,18-24,female,Android,188.2,False,
125,2024-09-28,4,paid_social,,False,,35-44,female,iOS,174.39,False,
126,2024-12-27,2,paid_social,,True,2025-01-01,35-44,male,Android,180.79,False,
127,2024-03-29,1,paid_search,,False,,18-24,female,Android,213.07,False,
128,2024-05-18,3,paid_search,,False,,25-34,female,iOS,247.23,False,
129,2024-07-22,6,paid_social,,False,,35-44,female,Android,193.05,False,
130,2024-12-09,1,paid_search,,False,,18-24,female,Android,239.67,False,
131,2024-12-26,1,paid_social,,False,,25-34,male,Android,191.84,False,
132,2024-09-20,6,paid_social,,False,,25-34,male,Android,185.5,False,
133,2024-07-27,1,organic,,True,2024-09-17,25-34,female,Android,,False,
134,2024-04-01,1,paid_search,,False,,18-24,male,Android,245.15,False,
135,2024-08-19,1,organic,,True,2024-11-20,25-34,female,Android,,False,
136,2024-08-27,2,organic,,False,,18-24,female,iOS,,False,
137,2024-12-09,6,push_reactivation,,False,,18-24,male,Android,45.79,False,
138,2024-09-12,6,organic,,False,,25-34,male,Android,,False,
139,2024-06-09,4,organic,,False,,25-34,female,Android,,False,
140,2024-07-20,7,paid_social,,False,,18-24,female,Android,194.04,False,
141,2024-12-07,10,organic,,False,,35-44,male,Android,,False,
142,2024-08-14,2,organic,,False,,35-44,female,Android,,False,
143,2024-09-06,2,organic,,False,,18-24,female,iOS,,False,
144,2024-11-09,8,paid_social,,False,,25-34,male,Android,179.49,False,
145,2024-04-15,7,push_reactivation,,False,,18-24,female,Android,39.78,False,
146,2024-06-09,1,organic,,True,2024-07-15,25-34,female,Android,,False,
147,2024-07-29,3,paid_social,,False,,35-44,female,Android,163.11,False,
148,2024-04-28,3,paid_search,,True,2024-12-11,25-34,female,Android,209.53,False,
149,2024-11-03,1,paid_search,,False,,25-34,female,Android,200.99,False,
150,2024-12-29,4,organic,,True,2025-01-03,25-34,male,Android,,False,
151,2024-10-04,2,paid_social,,False,,35-44,male,Android,202.78,False,
152,2024-09-25,6,paid_social,,False,,18-24,female,iOS,204.3,False,
153,2024-02-23,7,paid_social,,False,,45+,male,Android,201.19,False,
154,2024-06-27,3,paid_search,,False,,25-34,female,Android,211.18,False,
155,2024-08-31,1,paid_search,,False,,25-34,male,Android,214.67,False,
156,2024-04-15,4,organic,,False,,25-34,female,Android,,False,
157,2024-07-05,4,organic,,False,,35-44,male,Android,,False,
158,2024-04-16,4,organic,,True,2024-07-01,25-34,female,Android,,False,
159,2024-09-09,7,referral,73,False,,18-24,female,Android,68.15,False,
160,2024-12-25,2,paid_social,,True,2024-12-30,25-34,female,Android,190.01,False,
161,2024-08-12,5,paid_search,,False,,25-34,male,Android,243.36,False,
162,2024-07-08,1,organic,,False,,45+,female,iOS,,False,
163,2024-11-01,1,paid_search,,False,,25-34,male,Android,237.33,False,
164,2024-06-22,2,organic,,False,,25-34,male,iOS,,False,
165,2024-11-29,2,organic,,True,2024-12-05,35-44,female,Android,,False,
166,2024-11-09,6,organic,,False,,45+,male,Android,,False,
167,2024-08-05,1,referral,75,False,,18-24,male,iOS,67.79,False,
168,2024-06-15,8,paid_search,,True,2024-08-24,35-44,male,Android,230.79,False,
169,2024-09-12,6,paid_social,,False,,45+,other,Android,190.05,False,
170,2024-03-30,4,referral,52,False,,25-34,male,Android,68.58,False,
171,2024-10-14,7,paid_social,,False,,35-44,male,Android,195.52,False,
172,2024-11-02,6,paid_search,,False,,18-24,female,Android,219.42,False,
173,2024-04-28,4,paid_social,,True,2024-06-27,25-34,female,Android,156.65,False,
174,2024-10-09,6,paid_search,,False,,35-44,female,Android,198.09,False,
175,2024-11-19,3,organic,,False,,35-44,male,iOS,,False,
176,2024-08-30,1,paid_search,,False,,18-24,male,iOS,217.67,False,
177,2024-04-11,2,organic,,True,2024-04-16,18-24,female,Android,,False,
178,2024-12-28,6,organic,,False,,25-34,male,iOS,,False,
179,2024-12-25,1,paid_search,,False,,25-34,male,iOS,199.69,False,
180,2024-09-16,5,paid_social,,False,,18-24,male,Android,197.74,False,
181,2024-08-24,2,organic,,False,,35-44,female,Android,,False,
182,2024-07-24,2,organic,,False,,25-34,female,Android,,False,
183,2024-03-12,6,organic,,True,2024-09-06,25-34,male,iOS,,False,
184,2024-08-20,7,paid_social,,True,2024-12-18,18-24,female,Android,203.52,False,
185,2024-10-16,4,organic,,True,2024-11-19,25-34,male,Android,,False,
186,2024-11-29,2,organic,,False,,18-24,male,Android,,False,
187,2024-09-28,2,organic,,False,,45+,male,Android,,False,
188,2024-04-09,4,referral,93,False,,35-44,female,Android,53.2,False,
189,2024-12-30,3,organic,,False,,25-34,female,Android,,False,
190,2024-11-16,1,organic,,False,,25-34,male,iOS,,False,
191,2024-07-23,5,paid_social,,False,,25-34,male,Android,184.58,False,
192,2024-11-30,2,paid_social,,False,,25-34,female,iOS,172.37,False,
193,2024-12-16,6,paid_social,,False,,25-34,male,Android,170.78,False,
194,2024-09-13,3,organic,,False,,25-34,male,Android,,False,
195,2024-10-27,2,paid_social,,False,,35-44,male,iOS,164.59,False,
196,2024-12-14,4,paid_social,,True,2024-12-21,45+,male,iOS,189.12,False,
197,2024-09-19,4,organic,,True,2024-12-25,25-34,male,iOS,,False,
198,2024-11-27,3,paid_social,,True,2024-12-22,35-44,male,iOS,178.15,False,
199,2024-07-21,7,paid_social,,False,,35-44,male,Android,167.6,False,
200,2024-12-23,2,push_reactivation,,False,,25-34,female,Android,44.27,False,
201,2024-04-02,3,paid_search,,False,,45+,female,Android,218.8,False,
202,2024-07-20,1,paid_social,,False,,35-44,male,Android,159.39,False,
203,2024-12-02,7,organic,,False,,25-34,female,Android,,False,
204,2024-10-13,4,paid_social,,True,2024-11-30,25-34,male,Android,186.41,False,
205,2024-05-14,1,organic,,True,2024-08-31,45+,male,iOS,,False,
206,2024-12-25,4,organic,,False,,35-44,female,Android,,False,
207,2024-08-08,2,organic,,False,,45+,female,Android,,False,
208,2024-10-23,2,organic,,False,,18-24,female,iOS,,False,
209,2024-04-11,1,organic,,False,,18-24,male,iOS,,False,
210,2024-09-16,3,paid_social,,True,2024-10-08,25-34,male,Android,177.03,False,
211,2024-12-23,2,organic,,False,,35-44,female,iOS,,False,
212,2024-11-25,1,paid_search,,False,,25-34,male,iOS,195.38,False,
213,2024-12-24,3,referral,37,False,,25-34,male,Android,59.69,False,
214,2024-03-26,10,organic,,False,,25-34,female,Android,,False,
215,2024-02-18,2,organic,,True,2024-12-22,45+,male,Android,,False,
216,2024-12-16,8,push_reactivation,,True,2024-12-24,18-24,male,Android,36.84,False,
217,2024-12-11,3,paid_social,,False,,35-44,female,iOS,186.8,False,
218,2024-12-19,2,organic,,True,2024-12-25,18-24,male,iOS,,False,
219,2024-07-22,4,paid_search,,False,,25-34,female,Android,222.67,False,
220,2024-08-09,1,organic,,False,,18-24,female,Android,,False,
221,2024-04-05,2,paid_social,,False,,25-34,other,Android,181.06,False,
222,2024-08-22,8,paid_social,,False,,18-24,female,Android,156.61,False,
223,2024-12-26,2,paid_social,,False,,18-24,female,Android,201.42,False,
224,2024-11-10,4,paid_social,,False,,25-34,male,Android,187.45,False,
225,2024-10-14,2,push_reactivation,,False,,35-44,male,iOS,38.45,False,
226,2024-08-16,2,organic,,False,,18-24,male,Android,,False,
227,2024-11-02,4,paid_search,,False,,45+,male,Android,204.99,False,
228,2024-06-23,1,paid_social,,False,,35-44,male,Android,200.67,False,
229,2024-08-22,1,organic,,False,,25-34,male,Android,,False,
230,2024-10-22,3,organic,,False,,35-44,female,iOS,,False,
231,2024-08-13,6,paid_search,,False,,18-24,male,Android,202.89,False,
232,2024-06-04,1,paid_search,,False,,18-24,male,Android,207.71,False,
233,2024-07-19,3,organic,,False,,45+,male,Android,,False,
234,2024-12-01,5,push_reactivation,,False,,45+,female,Android,41.36,False,
235,2024-03-21,1,organic,,False,,25-34,male,Android,,False,
236,2024-09-12,3,paid_search,,False,,35-44,female,iOS,194.17,False,
237,2024-12-02,2,paid_search,,False,,18-24,female,iOS,207.75,False,
238,2024-07-11,3,paid_social,,False,,18-24,male,iOS,169.0,False,
239,2024-07-30,9,paid_search,,False,,18-24,female,Android,231.97,False,
240,2024-12-11,2,organic,,False,,35-44,male,Android,,False,
241,2024-12-23,6,organic,,False,,25-34,male,iOS,,False,
242,2024-11-08,1,paid_social,,False,,18-24,female,iOS,198.1,False,
243,2024-02-21,2,organic,,False,,35-44,male,Android,,False,
244,2024-11-02,2,paid_social,,False,,25-34,male,iOS,163.2,False,
245,2024-10-06,6,referral,32,False,,25-34,female,Android,68.69,False,
246,2024-10-29,2,paid_search,,False,,18-24,male,Android,193.45,False,
247,2024-06-22,3,paid_search,,False,,18-24,male,Android,246.9,False,
248,2024-04-19,6,paid_search,,False,,35-44,male,Android,213.54,False,
249,2024-05-02,1,referral,92,False,,45+,female,iOS,65.09,False,
250,2024-05-30,6,organic,,False,,25-34,female,iOS,,False,
251,2024-04-16,6,paid_search,,False,,25-34,female,Android,248.94,False,
252,2024-11-01,4,paid_search,,False,,18-24,male,Android,236.46,False,
253,2024-08-30,1,paid_social,,False,,45+,male,iOS,174.34,False,
254,2024-10-16,8,paid_social,,False,,45+,female,iOS,163.18,False,
255,2024-12-27,10,paid_social,,False,,45+,male,Android,187.46,False,
256,2024-12-03,9,organic,,False,,25-34,female,iOS,,False,
257,2024-06-26,6,paid_search,,False,,25-34,female,Android,209.23,False,
258,2024-05-27,1,referral,127,False,,18-24,male,iOS,61.14,False,
259,2024-02-15,2,paid_social,,True,2024-06-12,18-24,female,iOS,204.04,False,
260,2024-12-05,1,organic,,False,,35-44,male,Android,,False,
261,2024-02-11,1,push_reactivation,,False,,35-44,male,Android,42.52,False,
262,2024-08-13,2,referral,198,False,,35-44,male,Android,54.63,False,
263,2024-04-22,2,push_reactivation,,False,,25-34,male,Android,44.83,False,
264,2024-03-27,3,organic,,True,2024-10-24,45+,male,Android,,False,
265,2024-11-21,3,paid_social,,False,,35-44,female,Android,194.82,False,
266,2024-10-24,2,paid_social,,False,,18-24,female,Android,171.69,False,
267,2024-04-28,2,organic,,False,,25-34,female,iOS,,False,
268,2024-03-19,8,paid_search,,False,,25-34,female,Android,207.31,False,
269,2024-09-17,2,organic,,False,,25-34,female,Android,,False,
270,2024-04-19,3,referral,85,False,,18-24,male,Android,63.15,False,
271,2024-03-25,1,organic,,False,,35-44,male,iOS,,False,
272,2024-09-10,1,paid_search,,False,,25-34,female,Android,218.19,False,
273,2024-09-05,2,referral,51,True,2024-10-26,25-34,female,Android,64.28,False,
274,2024-08-19,4,push_reactivation,,False,,18-24,male,Android,39.41,False,
275,2024-08-08,2,paid_search,,True,2024-10-24,25-34,male,iOS,235.41,False,
276,2024-05-04,2,referral,187,False,,25-34,female,Android,56.87,False,
277,2024-12-09,2,paid_social,,False,,45+,male,Android,193.83,False,
278,2024-06-08,2,organic,,False,,45+,other,Android,,False,
279,2024-10-06,8,paid_search,,False,,25-34,female,Android,248.57,False,
280,2024-08-10,3,push_reactivation,,False,,35-44,male,Android,45.82,False,
281,2024-09-11,2,paid_social,,False,,25-34,female,Android,180.3,False,
282,2024-07-06,4,organic,,False,,35-44,male,Android,,False,
283,2024-11-05,2,paid_social,,False,,18-24,female,Android,154.14,False,
284,2024-03-11,1,organic,,False,,18-24,female,Android,,False,
285,2024-09-27,2,paid_social,,True,2024-11-12,35-44,male,Android,176.91,False,
286,2024-12-09,6,paid_social,,False,,25-34,female,Android,161.1,False,
287,2024-12-20,3,paid_social,,False,,25-34,male,Android,169.21,False,
288,2024-07-14,2,referral,2,False,,25-34,female,iOS,51.33,False,
289,2024-11-17,2,referral,73,False,,25-34,male,Android,52.85,False,
290,2024-05-28,3,paid_social,,False,,35-44,female,Android,175.35,False,
291,2024-12-15,3,organic,,False,,45+,male,iOS,,False,
292,2024-12-24,1,paid_search,,False,,18-24,female,Android,251.07,False,
293,2024-09-29,1,paid_social,,False,,35-44,male,iOS,183.88,False,
294,2024-11-26,2,paid_social,,False,,45+,female,Android,180.53,False,
295,2024-05-08,2,organic,,False,,45+,female,Android,,False,
296,2024-11-29,6,paid_social,,False,,25-34,female,Android,198.99,False,
297,2024-10-19,4,push_reactivation,,False,,25-34,male,Android,35.81,False,
298,2024-08-21,7,paid_search,,False,,35-44,male,iOS,205.82,False,
299,2024-08-12,1,push_reactivation,,False,,35-44,male,Android,41.81,False,
300,2024-04-28,4,referral,58,False,,18-24,male,Android,51.85,False,
301,2024-09-04,2,organic,,True,2024-12-09,25-34,male,Android,,False,
302,2024-04-06,4,organic,,False,,25-34,male,iOS,,False,
303,2024-07-22,2,paid_social,,True,2024-11-03,25-34,male,Android,185.05,False,
304,2024-11-11,1,paid_search,,False,,35-44,male,iOS,188.47,False,
305,2024-10-04,5,paid_search,,True,2024-11-21,25-34,male,Android,251.75,False,
306,2024-07-08,4,push_reactivation,,False,,35-44,male,Android,34.19,False,
307,2024-12-26,1,paid_social,,True,2024-12-31,45+,male,Android,160.07,False,
308,2024-03-27,6,paid_social,,False,,45+,male,Android,203.23,False,
309,2024-11-29,5,paid_social,,False,,25-34,male,iOS,168.09,False,
310,2024-05-13,7,organic,,True,2024-08-17,18-24,female,Android,,False,
311,2024-10-15,1,organic,,False,,25-34,female,Android,,False,
312,2024-07-17,1,paid_search,,False,,45+,male,Android,224.75,False,
313,2024-08-27,2,organic,,False,,35-44,male,iOS,,False,
314,2024-12-17,3,referral,279,False,,45+,male,Android,63.79,False,
315,2024-09-03,3,paid_social,,False,,18-24,female,Android,162.61,False,
316,2024-02-22,8,organic,,False,,18-24,male,Android,,False,
317,2024-05-16,2,paid_social,,False,,25-34,male,Android,173.8,False,
318,2024-05-19,10,paid_search,,False,,25-34,male,Android,252.39,False,
319,2024-11-08,2,paid_search,,False,,25-34,female,iOS,242.72,False,
320,2024-06-29,5,paid_search,,False,,35-44,male,Android,193.23,False,
321,2024-02-18,1,paid_search,,False,,35-44,male,Android,239.75,False,
322,2024-08-03,1,organic,,False,,18-24,male,Android,,False,
323,2024-12-03,8,organic,,False,,25-34,male,Android,,False,
324,2024-08-04,1,organic,,False,,18-24,male,Android,,False,
325,2024-08-02,1,paid_search,,False,,35-44,female,iOS,203.94,False,
326,2024-04-23,4,paid_social,,False,,25-34,male,iOS,162.18,False,
327,2024-04-09,6,paid_social,,True,2024-07-25,25-34,female,Android,191.94,False,
328,2024-09-01,4,organic,,False,,18-24,female,iOS,,False,
329,2024-05-13,8,organic,,False,,35-44,male,Android,,False,
330,2024-04-03,2,push_reactivation,,False,,25-34,female,Android,39.46,False,
331,2024-04-09,2,paid_search,,False,,25-34,male,Android,249.53,False,
332,2024-05-14,2,paid_search,,False,,18-24,male,Android,203.72,False,
333,2024-07-09,8,referral,248,False,,35-44,female,Android,52.69,False,
334,2024-07-03,3,paid_social,,False,,18-24,male,Android,182.01,False,
335,2024-07-25,2,organic,,False,,25-34,male,Android,,False,
336,2024-09-07,2,paid_search,,False,,45+,male,iOS,212.01,False,
337,2024-11-13,6,organic,,False,,25-34,other,Android,,False,
338,2024-03-28,1,paid_social,,False,,25-34,female,iOS,159.83,False,
339,2024-10-03,3,referral,134,False,,35-44,male,Android,64.58,False,
340,2024-05-25,2,paid_search,,False,,18-24,male,Android,229.79,False,
341,2024-05-20,1,organic,,False,,35-44,male,Android,,False,
342,2024-12-24,1,referral,122,False,,18-24,male,iOS,61.99,False,
343,2024-02-25,2,organic,,False,,45+,female,Android,,False,
344,2024-08-24,4,paid_social,,False,,25-34,female,iOS,170.53,False,
345,2024-12-29,3,organic,,False,,18-24,male,Android,,False,
346,2024-05-08,2,paid_search,,False,,18-24,male,Android,219.76,False,
347,2024-03-21,5,organic,,False,,18-24,male,Android,,False,
348,2024-08-28,4,paid_social,,False,,18-24,male,Android,173.34,False,
349,2024-12-01,2,paid_social,,True,2024-12-14,18-24,female,Android,183.66,False,
350,2024-10-27,6,organic,,False,,35-44,male,Android,,False,
351,2024-03-05,2,paid_search,,False,,25-34,female,Android,202.49,False,
352,2024-08-29,6,push_reactivation,,False,,18-24,male,iOS,35.8,False,
353,2024-10-12,2,referral,342,False,,25-34,male,Android,55.74,False,
354,2024-07-05,7,organic,,False,,25-34,male,iOS,,False,
355,2024-09-26,8,organic,,False,,35-44,male,Android,,False,
356,2024-01-22,2,organic,,False,,45+,male,iOS,,False,
357,2024-03-16,2,paid_social,,False,,18-24,female,iOS,193.83,False,
358,2024-06-10,2,organic,,True,2024-07-19,25-34,female,iOS,,False,
359,2024-11-03,7,paid_search,,False,,25-34,male,Android,240.18,False,
360,2024-12-15,6,referral,211,False,,25-34,male,Android,68.54,False,
361,2024-06-02,1,paid_social,,False,,18-24,male,iOS,156.64,False,
362,2024-03-30,1,paid_search,,True,2024-04-19,25-34,female,iOS,234.9,False,
363,2024-10-26,2,paid_social,,False,,45+,female,Android,170.41,False,
364,2024-08-10,2,paid_search,,False,,18-24,male,Android,252.85,False,
365,2024-09-17,4,organic,,False,,25-34,female,Android,,False,
366,2024-10-26,3,referral,140,False,,25-34,female,Android,65.22,False,
367,2024-06-16,2,paid_social,,False,,18-24,female,Android,200.14,False,
368,2024-10-30,9,paid_search,,False,,25-34,male,iOS,226.17,False,
369,2024-10-27,7,paid_social,,True,2024-12-13,18-24,male,Android,172.88,False,
370,2024-12-18,10,paid_social,,False,,25-34,female,Android,165.68,False,
371,2024-11-08,1,paid_search,,False,,45+,male,Android,194.31,False,
372,2024-12-13,5,paid_search,,False,,18-24,female,Android,221.46,False,
373,2024-02-17,2,referral,170,False,,18-24,male,iOS,68.11,False,
374,2024-12-17,4,paid_social,,False,,25-34,male,Android,187.69,False,
375,2024-06-01,1,paid_search,,False,,25-34,male,Android,196.62,False,
376,2024-09-15,1,paid_social,,False,,18-24,female,iOS,186.81,False,
377,2024-11-22,10,referral,171,False,,25-34,male,iOS,62.16,False,
378,2024-09-21,2,paid_search,,True,2024-12-13,25-34,male,Android,211.9,False,
379,2024-06-07,1,paid_social,,False,,18-24,male,Android,173.27,False,
380,2024-09-10,4,paid_social,,False,,18-24,female,Android,187.76,False,
381,2024-06-12,1,paid_social,,False,,25-34,female,Android,154.67,False,
382,2024-09-26,2,paid_social,,False,,25-34,other,Android,155.23,False,
383,2024-09-14,2,paid_search,,False,,25-34,female,iOS,241.57,False,
384,2024-04-13,2,paid_search,,False,,18-24,male,Android,188.72,False,
385,2024-08-12,2,organic,,False,,25-34,male,iOS,,False,
386,2024-12-07,5,referral,383,False,,45+,male,Android,53.24,False,
387,2024-12-18,8,push_reactivation,,False,,25-34,female,Android,38.93,False,
388,2024-04-24,2,referral,69,False,,25-34,female,iOS,55.19,False,
389,2024-08-26,1,paid_search,,False,,18-24,female,iOS,204.9,False,
390,2024-12-09,2,paid_search,,False,,45+,female,Android,250.33,False,
391,2024-09-14,2,organic,,False,,18-24,male,Android,,False,
392,2024-12-05,2,referral,156,False,,25-34,male,iOS,60.38,False,
