partner_id,city_id,joined_date,vehicle_type,avg_rating,is_active,shift_type
171,1,2024-09-03,bike,4.6,True,peak_hours_only
172,9,2024-06-03,bike,4.4,True,part_time
173,7,2024-10-11,scooter,4.5,True,peak_hours_only
174,5,2024-06-13,bike,4.4,True,full_time
175,10,2024-04-23,scooter,4.4,True,full_time
176,7,2024-02-03,bike,4.5,True,full_time
177,4,2024-06-20,bike,4.4,True,part_time
178,7,2024-06-11,scooter,3.8,True,full_time
179,9,2024-08-09,bike,4.0,True,full_time
180,4,2024-06-24,bike,4.2,True,part_time
181,6,2024-02-14,scooter,4.3,True,full_time
182,3,2024-03-21,bike,3.8,True,full_time
183,6,2024-08-26,bike,4.0,True,full_time
184,1,2024-07-24,bicycle,4.6,True,full_time
185,6,2024-04-14,bike,4.5,True,full_time
186,6,2024-06-20,bike,4.4,True,peak_hours_only
187,6,2024-11-10,bike,4.4,True,peak_hours_only
188,4,2024-06-27,scooter,4.4,True,peak_hours_only
189,4,2024-04-05,bicycle,4.7,True,peak_hours_only
190,9,2024-12-18,bike,4.5,True,part_time
191,10,2024-12-16,scooter,4.0,True,peak_hours_only
192,5,2024-10-31,bike,4.0,False,peak_hours_only
193,8,2024-02-03,scooter,4.7,True,peak_hours_only
194,2,2024-11-30,bike,4.3,True,part_time
195,2,2024-08-18,bike,4.3,True,part_time
196,9,2024-01-16,scooter,4.7,True,peak_hours_only
197,7,2024-07-01,bike,3.8,True,full_time
198,5,2024-05-09,bike,3.9,True,peak_hours_only
199,1,2024-06-20,bike,5.0,True,part_time
200,8,2024-08-13,bike,4.4,True,full_time
201,5,2024-11-17,bike,4.4,True,full_time
202,1,2024-11-17,scooter,4.0,True,part_time
203,5,2024-02-16,bike,4.2,True,full_time
204,6,2024-08-30,bike,4.4,True,full_time
205,2,2024-08-02,bike,4.4,True,part_time
206,5,2024-12-14,bike,4.7,True,part_time
207,8,2024-05-27,bike,4.0,True,full_time
208,6,2024-12-11,bike,3.4,True,peak_hours_only
209,3,2024-08-28,bike,4.2,True,part_time
210,2,2024-01-06,bike,4.6,True,full_time
211,5,2024-08-25,scooter,4.5,True,peak_hours_only
212,3,2024-02-15,scooter,4.2,True,peak_hours_only
213,6,2024-08-25,scooter,4.2,True,full_time
214,3,2024-02-06,bike,4.0,True,full_time
215,6,2024-07-10,scooter,4.8,True,full_time
216,2,2024-03-23,scooter,4.3,True,full_time
217,5,2024-04-04,bike,4.3,True,part_time
218,9,2024-03-01,bike,4.7,True,part_time
219,1,2024-08-20,bike,4.0,True,part_time
220,1,2024-02-26,bike,4.0,True,part_time
221,8,2024-07-03,scooter,4.3,True,full_time
222,4,2024-07-06,scooter,3.6,True,peak_hours_only
223,2,2024-10-17,bike,3.9,True,peak_hours_only
224,5,2024-02-10,scooter,4.9,True,peak_hours_only
225,3,2024-05-23,bike,4.5,True,peak_hours_only
226,6,2024-03-10,scooter,3.8,True,full_time
227,9,2024-10-14,scooter,4.9,True,part_time
228,4,2024-08-26,scooter,4.2,True,peak_hours_only
229,4,2024-12-07,bike,4.3,True,full_time
230,4,2024-01-16,bike,4.3,True,peak_hours_only
231,4,2024-10-30,bike,3.8,True,full_time
232,7,2024-07-15,bike,4.6,True,part_time
233,8,2024-09-21,bike,4.5,True,full_time
234,3,2024-04-26,bike,4.3,True,full_time
235,9,2024-02-20,bike,4.4,True,full_time
236,6,2024-12-27,bicycle,4.6,True,full_time
237,9,2024-01-11,bike,4.2,True,full_time
238,2,2024-11-01,bike,4.5,False,full_time
239,3,2024-09-15,bicycle,4.0,True,part_time
240,10,2024-01-11,scooter,4.8,True,part_time
241,5,2024-09-29,scooter,4.5,True,full_time
242,10,2024-09-10,bike,4.5,True,peak_hours_only
243,9,2024-12-13,bike,4.6,True,peak_hours_only
244,5,2024-08-20,bike,4.3,True,part_time
245,5,2024-10-05,bike,4.3,True,full_time
246,3,2024-05-05,bike,4.3,True,full_time
247,1,2024-03-17,scooter,4.9,True,full_time
248,10,2024-01-16,scooter,4.2,True,full_time
249,10,2024-08-11,bike,4.2,True,part_time
250,3,2024-05-22,scooter,4.7,True,part_time
251,4,2024-01-11,scooter,4.0,True,part_time
252,10,2024-02-27,scooter,4.4,True,full_time
253,8,2024-05-30,scooter,4.4,True,peak_hours_only
254,7,2024-08-13,bike,4.1,True,part_time
255,5,2024-11-22,bike,4.8,True,peak_hours_only
256,6,2024-10-10,bike,3.7,True,part_time
257,8,2024-07-08,scooter,4.3,True,peak_hours_only
258,7,2024-06-28,scooter,4.0,True,full_time
259,4,2024-04-27,bike,4.8,True,full_time
260,8,2024-12-10,bike,4.2,True,part_time
261,8,2024-01-30,bike,4.3,True,full_time
262,9,2024-07-17,scooter,4.5,True,part_time
263,2,2024-05-01,bike,3.6,True,full_time
264,10,2024-08-17,bike,4.1,True,peak_hours_only
265,6,2024-10-24,bike,4.7,True,part_time
266,6,2024-07-11,bike,4.1,True,part_time
267,10,2024-04-17,scooter,5.0,True,full_time
268,7,2024-11-12,bike,4.1,True,part_time
269,10,2024-12-29,bike,4.4,True,full_time
270,3,2024-04-29,scooter,3.5,True,part_time
271,5,2024-09-08,bike,4.5,True,full_time
272,3,2024-10-21,scooter,4.5,True,full_time
273,7,2024-07-15,scooter,4.2,True,full_time
274,8,2024-06-17,bike,4.4,True,part_time
275,7,2024-06-04,bike,4.3,True,part_time
276,9,2024-08-04,bike,4.8,True,peak_hours_only
277,8,2024-04-16,bike,4.2,True,full_time
278,9,2024-03-21,bike,4.2,True,part_time
279,4,2024-05-31,scooter,4.7,False,peak_hours_only
280,8,2024-10-29,bike,4.6,True,full_time
281,2,2024-12-20,bike,4.2,True,full_time
282,2,2024-03-07,bike,4.7,True,full_time
283,5,2024-12-25,scooter,4.7,True,full_time
284,9,2024-05-19,bike,4.3,True,peak_hours_only
285,10,2024-03-31,bike,4.3,True,part_time
286,1,2024-04-17,scooter,4.0,True,peak_hours_only
287,2,2024-09-16,bike,4.6,True,peak_hours_only
288,5,2024-04-17,scooter,4.7,True,part_time
289,5,2024-05-17,bike,4.3,True,peak_hours_only
290,1,2024-05-03,bike,4.9,False,part_time
291,4,2024-11-11,bicycle,4.1,True,full_time
292,2,2024-12-05,scooter,4.8,False,peak_hours_only
293,9,2024-09-23,scooter,4.6,False,full_time
294,2,2024-01-23,bike,4.5,True,part_time
295,10,2024-04-16,scooter,4.3,True,part_time
296,9,2024-06-07,scooter,4.9,True,full_time
297,8,2024-01-04,bike,4.6,False,full_time
298,2,2024-09-27,bike,4.0,True,part_time
299,7,2024-09-27,bike,4.5,True,part_time
300,8,2024-08-06,bike,4.6,True,peak_hours_only
301,10,2024-09-05,scooter,4.4,True,part_time
302,9,2024-02-12,bike,4.7,True,full_time
303,2,2024-07-11,scooter,3.9,False,full_time
304,2,2024-02-05,bike,4.3,True,part_time
305,3,2024-07-08,bike,5.0,True,peak_hours_only
306,1,2024-09-09,scooter,4.0,True,peak_hours_only
307,9,2024-04-09,scooter,4.6,True,part_time
308,2,2024-05-01,bike,4.2,True,full_time
309,8,2024-05-08,scooter,4.4,True,part_time
310,6,2024-09-14,scooter,3.9,True,part_time
311,3,2024-02-01,scooter,4.1,True,full_time
312,6,2024-03-21,bike,3.6,True,full_time
313,5,2024-01-29,bike,4.1,True,full_time
314,3,2024-05-26,scooter,4.1,True,part_time
315,3,2024-07-26,scooter,4.1,True,full_time
316,4,2024-09-17,scooter,4.4,True,peak_hours_only
317,3,2024-08-01,scooter,3.8,True,part_time
318,4,2024-11-08,bike,4.8,True,peak_hours_only
319,4,2024-03-16,scooter,4.3,True,peak_hours_only
320,4,2024-07-12,scooter,4.1,True,part_time
321,1,2024-12-04,bicycle,4.7,True,full_time
322,2,2024-10-31,bike,4.0,True,peak_hours_only
323,2,2024-05-01,bike,4.5,True,peak_hours_only
324,1,2024-03-22,scooter,4.3,True,part_time
325,10,2024-02-20,bike,4.7,False,part_time
326,5,2024-12-14,bike,4.3,True,part_time
327,5,2024-02-16,bike,4.7,True,full_time
328,5,2024-06-08,bike,4.0,True,full_time
329,4,2024-11-29,scooter,4.5,True,part_time
330,4,2024-03-02,bike,4.3,True,full_time
331,4,2024-10-29,bike,4.7,True,part_time
332,5,2024-06-09,bike,4.4,True,full_time
333,2,2024-10-05,bike,4.4,True,full_time
334,1,2024-03-02,bike,4.2,True,part_time
335,2,2024-02-06,bike,4.0,True,peak_hours_only
336,10,2024-03-26,scooter,4.4,True,peak_hours_only
337,10,2024-08-31,scooter,4.6,True,part_time
338,1,2024-11-07,scooter,4.7,True,part_time
339,10,2024-04-11,scooter,4.3,True,part_time
340,3,2024-08-06,scooter,3.8,True,full_time
341,8,2024-02-11,scooter,4.8,True,full_time
342,9,2024-08-28,scooter,4.5,True,full_time
343,4,2024-07-24,scooter,4.3,True,peak_hours_only
344,8,2024-07-04,scooter,4.5,True,part_time
345,8,2024-06-19,bike,4.2,True,part_time
346,9,2024-11-06,bike,4.1,True,full_time
347,9,2024-06-21,bike,3.6,True,full_time
348,7,2024-01-22,bike,4.2,True,peak_hours_only
349,5,2024-02-03,bike,5.0,True,full_time
350,2,2024-12-28,scooter,4.5,True,part_time
351,6,2024-02-05,bike,4.1,True,part_time
352,5,2024-11-11,bike,4.7,True,part_time
353,4,2024-10-25,scooter,3.5,True,peak_hours_only
354,6,2024-02-07,scooter,4.1,True,part_time
355,10,2024-09-08,bike,4.1,True,peak_hours_only
356,8,2024-08-01,bicycle,4.0,True,full_time
357,4,2024-02-19,bike,4.5,True,full_time
358,5,2024-11-11,scooter,4.6,True,peak_hours_only
359,8,2024-03-15,bike,4.2,True,part_time
360,8,2024-06-14,bike,4.0,True,part_time
361,6,2024-02-14,scooter,4.8,True,full_time
362,6,2024-03-20,scooter,4.8,True,part_time
363,6,2024-02-17,bike,4.4,True,peak_hours_only
364,5,2024-06-26,scooter,4.2,True,part_time
365,9,2024-01-26,scooter,4.3,True,part_time
366,10,2024-12-24,scooter,4.6,True,full_time
367,3,2024-04-11,bike,4.1,True,peak_hours_only
368,10,2024-12-17,scooter,4.2,True,full_time
369,8,2024-01-03,bike,4.6,True,full_time
370,3,2024-03-26,bike,4.3,True,part_time
371,1,2024-06-07,bike,4.4,True,peak_hours_only
372,8,2024-07-10,bike,4.0,True,peak_hours_only
373,6,2024-10-18,scooter,4.4,True,part_time
374,1,2024-05-01,bike,4.3,True,part_time
375,3,2024-06-22,scooter,4.3,True,peak_hours_only
376,3,2024-01-24,bike,4.3,True,part_time
377,2,2024-07-24,bike,3.7,True,peak_hours_only
378,10,2024-01-21,bike,3.7,True,peak_hours_only
379,9,2024-01-29,bike,3.9,True,full_time
380,3,2024-10-09,bike,4.6,True,part_time
381,1,2024-09-21,scooter,4.2,True,part_time
382,8,2024-09-17,bike,3.7,True,full_time
383,9,2024-02-18,bike,4.6,True,peak_hours_only
384,9,2024-11-22,bike,3.8,True,part_time
385,6,2024-08-05,bicycle,4.5,True,full_time
386,1,2024-08-03,bike,4.0,True,peak_hours_only
387,2,2024-04-22,scooter,4.1,True,part_time
388,7,2024-01-05,scooter,4.1,True,peak_hours_only
389,1,2024-09-30,scooter,4.4,True,part_time
390,1,2024-02-09,bike,4.1,True,full_time
391,8,2024-05-17,scooter,4.4,True,full_time
392,3,2024-07-08,bike,4.7,True,peak_hours_only
393,5,2024-12-12,scooter,3.8,True,peak_hours_only
394,9,2024-03-20,scooter,4.2,True,full_time
395,8,2024-09-01,scooter,4.8,True,part_time
396,5,2024-03-24,bike,4.4,True,full_time
397,10,2024-10-14,scooter,4.4,True,part_time
398,8,2024-02-04,scooter,4.0,True,full_time
399,6,2024-09-08,bike,4.5,True,part_time
400,7,2024-03-20,bike,4.6,True,part_time
401,6,2024-08-16,bike,3.9,True,peak_hours_only
402,9,2024-09-08,bike,4.1,True,full_time
403,4,2024-05-24,scooter,4.6,True,full_time
404,6,2024-12-05,bike,4.4,True,peak_hours_only
405,8,2024-08-11,scooter,4.0,True,part_time
406,5,2024-12-28,bike,4.2,True,part_time
407,2,2024-08-20,bike,4.1,True,full_time
408,8,2024-01-08,bike,4.1,True,full_time
409,5,2024-06-24,bike,4.2,True,part_time
410,8,2024-06-21,bike,4.5,True,part_time
411,9,2024-01-30,bike,4.3,True,peak_hours_only
412,5,2024-06-08,bicycle,4.0,True,peak_hours_only
413,1,2024-05-28,scooter,4.7,True,peak_hours_only
414,9,2024-09-05,bike,3.9,True,peak_hours_only
415,8,2024-11-25,scooter,4.7,True,part_time
416,6,2024-03-20,scooter,4.8,True,part_time
417,7,2024-01-29,scooter,3.7,True,full_time
418,8,2024-06-18,bike,4.6,True,peak_hours_only
419,1,2024-12-16,bike,4.3,True,part_time
420,6,2024-07-09,bike,4.3,True,part_time
421,5,2024-04-29,scooter,4.2,True,part_time
422,4,2024-09-30,scooter,4.3,True,part_time
423,7,2024-10-18,bike,4.3,True,peak_hours_only
424,5,2024-08-15,scooter,4.6,True,full_time
425,9,2024-12-21,scooter,4.3,True,full_time
426,9,2024-05-06,scooter,4.5,True,peak_hours_only
427,8,2024-06-21,bike,4.7,True,full_time
428,8,2024-05-01,scooter,3.6,True,peak_hours_only
429,3,2024-08-24,bike,4.3,True,peak_hours_only
430,9,2024-12-19,scooter,4.4,False,full_time
431,3,2024-04-01,bike,4.8,True,part_time
432,1,2024-07-20,scooter,4.2,True,peak_hours_only
433,10,2024-09-09,bike,4.0,True,full_time
434,5,2024-06-28,scooter,4.5,True,peak_hours_only
435,9,2024-12-22,bike,4.0,True,peak_hours_only
436,5,2024-09-16,bicycle,4.3,True,part_time
437,9,2024-01-06,bike,4.1,True,part_time
438,1,2024-10-06,bike,4.6,True,peak_hours_only
439,7,2024-08-05,scooter,4.6,True,peak_hours_only
440,4,2024-10-30,bike,3.6,True,part_time
441,2,2024-11-22,scooter,3.9,False,full_time
442,9,2024-04-26,scooter,4.6,True,peak_hours_only
443,8,2024-02-07,bike,3.7,True,full_time
444,7,2024-09-27,scooter,4.2,True,full_time
445,7,2024-05-20,bike,4.4,True,full_time
446,3,2024-04-21,bike,3.7,True,part_time
447,2,2024-06-21,scooter,4.6,False,part_time
448,2,2024-10-08,bike,4.4,True,part_time
449,10,2024-06-14,scooter,4.5,True,part_time
450,1,2024-12-03,bicycle,4.2,True,part_time
451,2,2024-08-23,scooter,4.1,False,peak_hours_only
452,3,2024-05-06,bike,3.9,True,part_time
453,6,2024-03-13,bicycle,4.2,True,full_time
454,10,2024-08-31,bike,4.3,True,part_time
455,3,2024-07-20,scooter,4.6,True,part_time
456,7,2024-06-13,bike,4.0,True,part_time
457,7,2024-03-23,bike,4.7,False,peak_hours_only
458,5,2024-11-06,bike,4.3,True,part_time
459,7,2024-11-17,scooter,4.7,True,full_time
460,5,2024-01-28,scooter,4.1,True,part_time
461,8,2024-05-24,bike,4.6,True,full_time
462,4,2024-10-21,scooter,4.5,True,peak_hours_only
463,4,2024-11-17,scooter,4.0,True,full_time
464,8,2024-03-07,scooter,4.4,True,peak_hours_only
465,7,2024-10-05,bike,4.6,True,part_time
466,5,2024-04-02,bike,3.5,True,full_time
467,9,2024-03-29,scooter,4.1,True,part_time
468,3,2024-04-26,scooter,4.4,True,full_time
469,4,2024-01-08,bike,3.9,True,full_time
470,9,2024-05-06,bike,4.5,True,part_time
471,10,2024-10-31,scooter,4.5,True,full_time
472,10,2024-01-21,scooter,4.7,True,full_time
473,5,2024-02-24,bike,4.1,True,full_time
474,8,2024-04-26,bicycle,4.1,True,peak_hours_only
475,9,2024-12-05,scooter,4.8,False,peak_hours_only
476,3,2024-05-11,bike,4.2,True,part_time
477,10,2024-03-28,bike,4.5,True,full_time
478,4,2024-03-03,bike,4.7,True,peak_hours_only
479,8,2024-07-08,bike,4.2,True,part_time
480,1,2024-02-07,bike,4.5,True,full_time
481,9,2024-12-20,bike,3.7,True,part_time
482,1,2024-07-03,bike,4.4,True,peak_hours_only
483,5,2024-05-03,bike,4.6,True,peak_hours_only
484,4,2024-10-21,bike,3.5,True,part_time
485,6,2024-04-11,bike,4.3,True,full_time
486,4,2024-03-05,bike,4.6,True,full_time
487,9,2024-08-18,bike,4.6,True,full_time
488,6,2024-02-20,bike,3.7,True,part_time
489,8,2024-02-07,bike,4.8,True,part_time
490,10,2024-05-09,scooter,4.7,True,part_time
491,10,2024-08-01,bike,4.1,True,peak_hours_only
492,7,2024-09-27,bike,4.3,True,part_time
493,1,2024-01-10,bike,4.5,True,peak_hours_only
494,10,2024-07-21,bike,4.7,True,peak_hours_only
495,2,2024-03-19,scooter,4.6,True,full_time
496,9,2024-08-03,bike,4.3,True,part_time
497,4,2024-06-11,scooter,4.4,True,part_time
498,9,2024-07-10,bike,4.4,True,full_time
499,3,2024-02-16,bike,3.7,True,peak_hours_only
500,5,2024-07-19,scooter,5.0,True,peak_hours_only
501,7,2024-02-16,scooter,4.5,True,part_time
502,6,2024-10-09,bike,4.3,True,peak_hours_only
503,10,2024-07-06,bike,3.7,True,full_time
504,8,2024-11-16,scooter,4.6,True,full_time
505,6,2024-10-08,bike,4.3,True,peak_hours_only
506,4,2024-02-20,scooter,4.4,True,full_time
507,8,2024-09-25,bike,4.0,True,full_time
508,9,2024-09-10,bike,4.2,True,full_time
509,4,2024-05-19,bike,4.4,True,peak_hours_only
510,4,2024-09-01,bike,4.0,True,full_time
511,5,2024-06-15,bike,4.7,True,part_time
512,8,2024-07-19,bike,3.9,True,part_time
513,7,2024-02-13,bike,3.9,True,part_time
514,1,2024-09-18,bike,4.6,True,full_time
515,9,2024-07-11,bike,4.2,True,full_time
516,2,2024-12-29,bike,4.3,True,part_time
517,7,2024-02-11,bicycle,4.6,True,part_time
518,1,2024-07-19,scooter,3.9,True,part_time
519,9,2024-10-20,scooter,4.4,False,peak_hours_only
520,4,2024-05-31,scooter,4.4,True,peak_hours_only
521,3,2024-02-07,scooter,4.6,True,peak_hours_only
522,1,2024-04-03,bicycle,4.7,True,peak_hours_only
523,7,2024-07-03,bike,4.5,True,full_time
524,10,2024-07-09,bike,4.0,True,part_time
525,9,2024-09-07,bike,4.3,True,part_time
526,4,2024-02-19,bike,4.6,True,peak_hours_only
527,8,2024-05-20,scooter,4.1,True,part_time
528,7,2024-04-20,scooter,4.5,True,part_time
529,1,2024-01-28,scooter,4.8,True,peak_hours_only
530,3,2024-04-07,bike,4.0,True,part_time
531,2,2024-05-11,bike,4.6,True,part_time
532,8,2024-07-10,bike,3.5,True,part_time
533,4,2024-10-01,scooter,4.0,True,full_time
534,8,2024-03-02,bike,4.5,True,full_time
535,1,2024-07-14,bike,3.9,True,full_time
536,6,2024-03-19,scooter,4.4,True,full_time
537,3,2024-07-07,bike,3.7,True,part_time
538,5,2024-11-24,scooter,4.1,True,peak_hours_only
539,4,2024-10-21,bike,4.8,True,full_time
540,1,2024-01-04,bike,4.1,True,full_time
541,2,2024-05-11,bike,3.8,True,full_time
542,4,2024-08-07,bike,4.6,True,part_time
543,7,2024-03-15,scooter,4.3,True,part_time
544,10,2024-12-07,bike,4.1,True,peak_hours_only
545,10,2024-08-19,bike,4.2,True,peak_hours_only
546,7,2024-05-22,bike,4.2,True,full_time
