restaurant_id,restaurant_name,city_id,category_id,onboarded_date,avg_rating,avg_prep_time_minutes,acceptance_rate,price_tier,is_active
149,Restaurant_149,6,11,2024-11-05,4.3,18,0.931,budget,True
150,Restaurant_150,4,7,2024-09-14,3.6,20,0.802,budget,True
151,Restaurant_151,10,10,2024-11-06,4.3,24,0.914,budget,True
152,Restaurant_152,8,3,2024-03-13,4.1,17,0.797,mid,True
153,Restaurant_153,1,1,2024-07-13,3.9,30,0.82,mid,True
154,Restaurant_154,3,6,2024-08-04,3.5,18,0.982,mid,True
155,Restaurant_155,2,1,2024-05-23,3.7,25,0.866,mid,True
156,Restaurant_156,4,7,2024-04-08,4.3,34,0.982,budget,True
157,Restaurant_157,5,6,2024-06-24,4.7,29,0.917,budget,True
158,Restaurant_158,9,8,2024-10-22,4.6,23,0.892,budget,True
159,Restaurant_159,5,9,2024-09-11,3.8,23,0.884,mid,True
160,Restaurant_160,7,8,2024-10-25,3.7,16,0.83,budget,True
161,Restaurant_161,1,12,2024-11-26,4.1,14,0.841,budget,True
162,Restaurant_162,3,11,2024-10-11,4.2,15,0.934,mid,True
163,Restaurant_163,2,2,2024-11-29,4.2,21,0.79,budget,True
164,Restaurant_164,2,10,2024-08-31,3.9,21,0.99,budget,True
165,Restaurant_165,4,12,2024-03-22,4.6,20,0.865,mid,True
166,Restaurant_166,1,7,2024-05-20,3.9,11,0.846,budget,True
167,Restaurant_167,9,10,2024-09-16,3.9,22,0.838,budget,True
168,Restaurant_168,2,3,2024-12-12,3.6,24,0.813,mid,True
169,Restaurant_169,10,12,2024-10-10,3.4,18,0.898,mid,True
170,Restaurant_170,2,10,2024-11-10,3.9,25,0.892,mid,True
171,Restaurant_171,10,5,2024-08-23,4.0,25,0.831,budget,True
172,Restaurant_172,1,3,2024-04-26,4.0,31,0.883,budget,True
173,Restaurant_173,7,11,2024-04-02,4.5,21,0.863,premium,True
174,Restaurant_174,6,12,2024-08-22,3.8,17,0.99,budget,True
175,Restaurant_175,3,10,2024-11-06,3.9,18,0.922,budget,True
176,Restaurant_176,5,12,2024-08-22,3.8,22,0.913,budget,True
177,Restaurant_177,3,12,2024-03-25,4.3,22,0.892,premium,True
178,Restaurant_178,7,9,2024-02-26,3.8,19,0.936,budget,True
179,Restaurant_179,2,10,2024-02-01,4.6,27,0.957,premium,True
180,Restaurant_180,3,8,2024-11-25,4.6,23,0.896,premium,True
181,Restaurant_181,2,8,2024-08-23,4.1,17,0.868,mid,True
182,Restaurant_182,7,5,2024-05-07,4.2,33,0.99,budget,True
183,Restaurant_183,6,10,2024-10-07,3.9,20,0.951,premium,True
184,Restaurant_184,9,2,2024-01-16,4.0,30,0.92,budget,True
185,Restaurant_185,10,10,2024-11-16,4.3,20,0.819,mid,True
186,Restaurant_186,5,7,2024-11-22,3.9,24,0.977,mid,True
187,Restaurant_187,10,2,2024-03-27,3.9,32,0.884,premium,True
188,Restaurant_188,6,1,2024-04-24,3.9,15,0.908,mid,True
189,Restaurant_189,5,2,2024-06-24,4.0,20,0.93,mid,True
190,Restaurant_190,9,3,2024-05-18,4.1,11,0.99,budget,True
191,Restaurant_191,9,6,2024-02-28,4.4,10,0.922,budget,True
192,Restaurant_192,10,2,2024-03-22,3.8,15,0.861,budget,True
193,Restaurant_193,10,4,2024-04-07,3.9,26,0.933,budget,True
194,Restaurant_194,4,4,2024-10-15,4.3,16,0.94,budget,True
195,Restaurant_195,8,11,2024-10-07,4.6,26,0.91,mid,True
196,Restaurant_196,6,7,2024-07-19,3.6,18,0.99,mid,True
197,Restaurant_197,10,2,2024-08-16,3.5,21,0.972,budget,False
198,Restaurant_198,10,2,2024-11-27,3.9,21,0.955,mid,True
199,Restaurant_199,5,5,2024-07-13,4.1,27,0.915,budget,True
200,Restaurant_200,3,1,2024-09-26,3.8,25,0.99,budget,True
201,Restaurant_201,3,6,2024-06-26,4.2,21,0.86,budget,True
202,Restaurant_202,2,10,2024-07-08,4.0,22,0.99,premium,True
203,Restaurant_203,6,8,2024-11-05,4.2,34,0.811,mid,True
204,Restaurant_204,1,3,2024-07-04,4.1,20,0.894,budget,True
205,Restaurant_205,10,9,2024-06-20,4.2,21,0.938,budget,True
206,Restaurant_206,6,4,2024-12-15,4.2,25,0.99,mid,True
207,Restaurant_207,9,12,2024-10-06,3.9,11,0.815,budget,True
208,Restaurant_208,5,4,2024-04-05,3.7,32,0.99,mid,True
209,Restaurant_209,2,8,2024-05-12,3.4,12,0.933,budget,True
210,Restaurant_210,8,5,2024-01-12,3.5,22,0.99,mid,True
211,Restaurant_211,9,1,2024-01-21,3.7,16,0.963,budget,True
212,Restaurant_212,5,4,2024-10-29,4.1,28,0.935,budget,True
213,Restaurant_213,6,6,2024-01-17,3.8,16,0.99,budget,True
214,Restaurant_214,9,7,2024-09-04,4.2,21,0.785,budget,True
215,Restaurant_215,6,1,2024-10-23,3.6,21,0.791,mid,True
216,Restaurant_216,3,6,2024-06-07,4.1,24,0.95,mid,True
217,Restaurant_217,10,8,2024-05-06,4.8,17,0.771,mid,True
218,Restaurant_218,2,7,2024-07-23,4.4,24,0.99,budget,True
219,Restaurant_219,6,4,2024-07-31,4.2,26,0.967,budget,True
220,Restaurant_220,9,1,2024-11-26,4.0,17,0.87,mid,True
221,Restaurant_221,6,6,2024-07-15,4.0,11,0.99,mid,True
222,Restaurant_222,8,9,2024-08-22,4.9,17,0.878,premium,True
223,Restaurant_223,3,1,2024-08-23,3.8,18,0.911,mid,True
224,Restaurant_224,4,4,2024-08-06,3.2,21,0.929,mid,True
225,Restaurant_225,4,2,2024-04-27,3.9,30,0.852,mid,True
226,Restaurant_226,6,7,2024-07-16,3.4,21,0.822,mid,True
227,Restaurant_227,3,12,2024-12-02,4.1,14,0.917,mid,True
228,Restaurant_228,4,4,2024-02-23,3.8,29,0.871,mid,True
229,Restaurant_229,6,10,2024-01-18,4.0,22,0.924,budget,True
230,Restaurant_230,7,12,2024-01-12,4.3,24,0.872,budget,True
231,Restaurant_231,10,3,2024-04-08,3.9,21,0.805,budget,True
232,Restaurant_232,7,1,2024-02-01,3.8,27,0.99,budget,True
233,Restaurant_233,10,4,2024-05-05,4.0,18,0.904,mid,True
234,Restaurant_234,4,8,2024-03-19,4.0,24,0.99,budget,True
235,Restaurant_235,9,12,2024-03-17,3.9,8,0.894,premium,True
236,Restaurant_236,6,4,2024-08-30,4.6,26,0.986,budget,True
237,Restaurant_237,8,4,2024-11-06,4.4,27,0.931,budget,True
238,Restaurant_238,1,4,2024-04-01,4.1,26,0.925,budget,True
239,Restaurant_239,3,11,2024-03-30,4.3,16,0.946,budget,True
240,Restaurant_240,9,5,2024-06-03,4.0,18,0.87,budget,True
241,Restaurant_241,8,6,2024-06-05,3.6,24,0.876,mid,True
242,Restaurant_242,4,7,2024-04-01,4.0,18,0.99,mid,True
243,Restaurant_243,5,9,2024-06-07,4.2,30,0.94,budget,True
244,Restaurant_244,9,3,2024-02-04,3.7,25,0.864,mid,True
245,Restaurant_245,3,1,2024-03-04,3.9,22,0.779,mid,True
246,Restaurant_246,9,6,2024-06-13,4.1,19,0.944,mid,True
247,Restaurant_247,4,5,2024-08-04,3.9,14,0.747,mid,True
248,Restaurant_248,7,10,2024-06-05,3.5,22,0.781,budget,True
249,Restaurant_249,3,12,2024-01-30,4.3,29,0.917,budget,True
250,Restaurant_250,6,5,2024-01-26,3.8,35,0.88,budget,True
251,Restaurant_251,4,10,2024-05-28,3.7,27,0.866,budget,True
252,Restaurant_252,5,4,2024-05-25,3.8,23,0.99,mid,True
253,Restaurant_253,8,4,2024-10-10,4.6,16,0.868,mid,True
254,Restaurant_254,8,7,2024-02-27,4.3,14,0.907,mid,True
255,Restaurant_255,4,4,2024-08-20,3.7,12,0.77,budget,True
256,Restaurant_256,6,2,2024-06-11,3.8,14,0.99,premium,True
257,Restaurant_257,2,10,2024-07-04,4.0,26,0.846,mid,True
258,Restaurant_258,4,3,2024-03-07,3.6,14,0.838,mid,True
259,Restaurant_259,7,2,2024-06-25,4.0,14,0.806,budget,True
260,Restaurant_260,9,9,2024-07-18,4.6,11,0.793,budget,True
261,Restaurant_261,1,6,2024-07-26,4.5,22,0.946,premium,True
262,Restaurant_262,9,2,2024-09-18,4.3,17,0.99,mid,True
263,Restaurant_263,1,10,2024-03-14,3.6,23,0.947,budget,True
264,Restaurant_264,1,8,2024-11-08,3.8,23,0.892,premium,True
265,Restaurant_265,3,10,2024-12-24,3.5,17,0.829,budget,True
266,Restaurant_266,8,5,2024-01-28,4.2,31,0.908,mid,True
267,Restaurant_267,8,1,2024-01-22,3.3,13,0.768,mid,True
268,Restaurant_268,3,10,2024-10-08,3.6,27,0.855,premium,True
269,Restaurant_269,7,1,2024-06-09,4.1,24,0.905,mid,True
270,Restaurant_270,3,4,2024-02-04,4.2,33,0.858,budget,True
271,Restaurant_271,1,11,2024-04-23,5.0,29,0.964,mid,True
272,Restaurant_272,3,5,2024-06-10,4.8,10,0.948,budget,True
273,Restaurant_273,7,8,2024-11-11,4.0,8,0.899,mid,True
274,Restaurant_274,6,7,2024-01-28,3.8,15,0.896,mid,True
275,Restaurant_275,1,3,2024-08-29,3.4,23,0.933,mid,True
276,Restaurant_276,5,6,2024-02-19,3.8,31,0.789,budget,True
277,Restaurant_277,7,5,2024-08-09,4.7,30,0.889,mid,True
278,Restaurant_278,7,5,2024-09-11,3.8,21,0.99,budget,True
279,Restaurant_279,6,5,2024-11-03,3.9,24,0.959,budget,True
280,Restaurant_280,5,9,2024-08-03,4.4,12,0.96,budget,True
281,Restaurant_281,7,7,2024-03-21,3.9,25,0.831,budget,True
282,Restaurant_282,8,2,2024-09-28,4.0,22,0.915,mid,True
283,Restaurant_283,1,12,2024-07-25,4.0,31,0.955,budget,True
284,Restaurant_284,4,2,2024-10-16,3.9,36,0.841,budget,True
285,Restaurant_285,9,10,2024-02-12,3.8,25,0.931,budget,True
286,Restaurant_286,5,6,2024-02-06,4.0,26,0.99,budget,True
287,Restaurant_287,6,4,2024-05-03,3.8,12,0.99,mid,True
288,Restaurant_288,3,12,2024-05-05,4.8,12,0.884,mid,True
289,Restaurant_289,7,12,2024-03-07,3.6,27,0.901,mid,True
290,Restaurant_290,7,9,2024-06-03,4.2,10,0.918,premium,True
291,Restaurant_291,4,10,2024-07-22,4.1,13,0.911,mid,True
292,Restaurant_292,9,3,2024-04-24,4.2,8,0.805,budget,True
293,Restaurant_293,2,2,2024-07-27,4.3,22,0.905,budget,True
294,Restaurant_294,10,10,2024-06-10,3.4,27,0.859,mid,True
295,Restaurant_295,3,4,2024-09-14,4.6,12,0.98,budget,True
296,Restaurant_296,10,11,2024-02-03,4.9,26,0.867,mid,True
297,Restaurant_297,2,4,2024-03-25,3.8,24,0.851,budget,True
298,Restaurant_298,10,10,2024-04-26,4.0,35,0.901,mid,True
299,Restaurant_299,4,9,2024-08-22,4.4,35,0.759,mid,False
300,Restaurant_300,3,7,2024-09-30,4.0,19,0.857,mid,True
301,Restaurant_301,10,8,2024-05-01,4.0,19,0.844,budget,False
302,Restaurant_302,9,2,2024-09-20,4.1,30,0.805,budget,True
303,Restaurant_303,7,11,2024-01-16,4.6,18,0.957,mid,True
304,Restaurant_304,5,10,2024-08-14,4.6,21,0.98,mid,True
305,Restaurant_305,5,9,2024-05-20,4.1,12,0.937,mid,True
306,Restaurant_306,8,2,2024-04-06,4.5,28,0.852,mid,True
307,Restaurant_307,7,1,2024-12-07,4.0,15,0.858,premium,True
308,Restaurant_308,7,6,2024-02-26,3.3,26,0.857,mid,True
309,Restaurant_309,3,2,2024-07-08,3.4,20,0.845,budget,True
310,Restaurant_310,1,11,2024-01-28,4.3,22,0.985,mid,True
311,Restaurant_311,6,12,2024-08-13,3.5,29,0.902,budget,True
312,Restaurant_312,9,1,2024-10-20,4.4,16,0.933,mid,True
313,Restaurant_313,6,5,2024-04-16,4.0,12,0.861,budget,True
314,Restaurant_314,4,11,2024-01-30,3.7,22,0.99,budget,True
315,Restaurant_315,8,4,2024-08-14,4.3,26,0.851,premium,True
316,Restaurant_316,7,9,2024-03-10,3.5,25,0.987,budget,True
317,Restaurant_317,4,11,2024-05-15,4.2,26,0.794,mid,True
318,Restaurant_318,6,5,2024-11-13,4.4,14,0.892,budget,True
319,Restaurant_319,9,4,2024-08-18,4.2,8,0.99,mid,True
320,Restaurant_320,9,10,2024-05-26,4.2,27,0.99,budget,True
321,Restaurant_321,6,8,2024-12-16,4.1,27,0.99,mid,True
322,Restaurant_322,1,8,2024-12-03,4.2,16,0.854,budget,True
323,Restaurant_323,4,5,2024-12-12,4.3,19,0.981,mid,True
324,Restaurant_324,4,12,2024-01-28,3.6,8,0.775,budget,True
325,Restaurant_325,10,9,2024-03-19,4.0,23,0.933,mid,True
326,Restaurant_326,2,3,2024-11-09,3.8,26,0.886,mid,True
327,Restaurant_327,6,8,2024-08-24,4.1,19,0.873,budget,True
328,Restaurant_328,6,11,2024-06-14,3.9,27,0.903,mid,True
329,Restaurant_329,9,7,2024-06-26,3.8,13,0.912,premium,True
330,Restaurant_330,10,5,2024-01-25,3.6,16,0.948,budget,True
331,Restaurant_331,8,7,2024-07-09,3.8,38,0.924,mid,True
332,Restaurant_332,10,6,2024-12-18,4.6,16,0.787,budget,True
333,Restaurant_333,6,1,2024-08-07,4.0,10,0.867,budget,True
334,Restaurant_334,4,3,2024-04-25,4.2,24,0.99,premium,True
335,Restaurant_335,7,4,2024-08-02,3.8,11,0.912,mid,True
336,Restaurant_336,6,11,2024-01-27,4.2,29,0.986,premium,True
337,Restaurant_337,10,10,2024-03-02,3.8,20,0.924,mid,False
338,Restaurant_338,2,12,2024-11-16,3.7,25,0.935,premium,True
339,Restaurant_339,10,8,2024-12-04,4.8,23,0.871,budget,True
340,Restaurant_340,1,8,2024-09-06,4.1,28,0.835,premium,True
341,Restaurant_341,8,4,2024-11-21,4.2,30,0.776,mid,True
342,Restaurant_342,10,8,2024-05-19,3.9,16,0.721,premium,True
343,Restaurant_343,9,9,2024-09-09,3.8,21,0.918,budget,True
344,Restaurant_344,10,11,2024-12-06,4.2,16,0.75,mid,True
345,Restaurant_345,2,7,2024-04-01,3.8,26,0.982,budget,True
346,Restaurant_346,6,9,2024-11-28,4.3,12,0.891,budget,True
347,Restaurant_347,4,2,2024-01-09,3.6,8,0.965,mid,True
348,Restaurant_348,6,8,2024-03-28,3.7,19,0.99,budget,True
349,Restaurant_349,7,7,2024-05-21,3.7,23,0.901,premium,True
350,Restaurant_350,1,5,2024-01-16,4.9,25,0.891,budget,True
351,Restaurant_351,9,7,2024-07-12,4.0,29,0.783,budget,True
352,Restaurant_352,6,11,2024-12-23,4.3,38,0.835,budget,True
353,Restaurant_353,5,7,2024-05-08,4.0,18,0.99,budget,True
354,Restaurant_354,6,3,2024-07-29,4.4,23,0.905,budget,True
355,Restaurant_355,6,8,2024-07-31,3.6,24,0.885,premium,True
356,Restaurant_356,7,10,2024-06-23,3.6,27,0.876,premium,False
357,Restaurant_357,8,6,2024-12-14,4.4,24,0.964,mid,True
358,Restaurant_358,5,9,2024-03-27,4.3,35,0.717,mid,True
359,Restaurant_359,4,12,2024-08-09,4.0,27,0.917,budget,True
360,Restaurant_360,8,3,2024-07-02,3.9,29,0.875,mid,True
361,Restaurant_361,4,8,2024-02-05,4.0,8,0.943,mid,True
362,Restaurant_362,3,2,2024-08-14,3.9,19,0.99,mid,True
363,Restaurant_363,6,6,2024-10-05,4.5,23,0.965,premium,True
364,Restaurant_364,5,9,2024-04-07,4.5,19,0.905,mid,True
365,Restaurant_365,7,5,2024-01-27,4.2,27,0.987,mid,True
366,Restaurant_366,10,4,2024-03-20,4.0,27,0.848,budget,True
367,Restaurant_367,6,8,2024-11-18,4.2,23,0.765,mid,True
368,Restaurant_368,6,12,2024-01-28,4.5,16,0.939,premium,True
369,Restaurant_369,6,5,2024-06-03,3.6,18,0.984,budget,True
370,Restaurant_370,4,12,2024-09-11,4.1,22,0.895,mid,True
371,Restaurant_371,9,1,2024-09-21,4.3,20,0.948,mid,True
372,Restaurant_372,9,2,2024-09-12,3.5,21,0.983,budget,True
373,Restaurant_373,10,7,2024-11-04,3.8,22,0.786,mid,True
374,Restaurant_374,7,3,2024-09-13,3.3,18,0.877,budget,True
375,Restaurant_375,3,6,2024-08-13,3.7,11,0.879,budget,True
376,Restaurant_376,9,10,2024-04-28,4.6,34,0.865,premium,True
377,Restaurant_377,5,5,2024-10-04,3.3,23,0.78,mid,True
378,Restaurant_378,7,5,2024-12-09,4.1,30,0.901,premium,True
379,Restaurant_379,9,10,2024-11-28,4.0,18,0.99,mid,True
380,Restaurant_380,4,6,2024-12-01,4.1,18,0.944,mid,True
381,Restaurant_381,6,4,2024-12-02,4.0,19,0.936,premium,True
382,Restaurant_382,7,11,2024-08-28,4.3,22,0.925,mid,True
383,Restaurant_383,9,5,2024-07-09,4.2,18,0.987,mid,True
384,Restaurant_384,4,1,2024-08-11,4.5,20,0.971,mid,True
385,Restaurant_385,7,11,2024-02-18,4.2,21,0.97,budget,True
