partner_id,city_id,joined_date,vehicle_type,avg_rating,is_active,shift_type
63,8,2024-08-14,bike,4.6,True,part_time
64,7,2024-05-10,bike,4.3,True,part_time
65,4,2024-06-16,bike,4.6,True,part_time
66,7,2024-02-07,bike,4.5,True,full_time
67,2,2024-12-08,bike,4.4,True,peak_hours_only
68,1,2024-12-27,scooter,4.0,True,peak_hours_only
69,9,2024-03-26,bike,4.5,True,full_time
70,4,2024-09-17,bike,4.5,True,full_time
71,3,2024-09-16,bike,4.5,True,part_time
72,1,2024-04-11,bike,4.3,True,part_time
73,10,2024-05-25,bike,4.2,True,peak_hours_only
74,4,2024-04-10,scooter,4.3,True,part_time
75,7,2024-11-07,bike,4.2,True,part_time
76,7,2024-04-02,scooter,4.3,True,part_time
77,4,2024-06-26,scooter,3.9,True,full_time
78,8,2024-09-22,bike,4.4,True,peak_hours_only
79,4,2024-12-30,bike,4.0,True,full_time
80,6,2024-11-13,scooter,4.1,True,full_time
81,1,2024-04-03,scooter,4.1,True,full_time
82,9,2024-08-12,bike,4.0,True,full_time
83,1,2024-04-15,scooter,4.4,True,full_time
84,1,2024-06-26,bike,4.1,True,part_time
85,6,2024-10-07,bike,3.9,True,full_time
86,7,2024-03-29,bike,4.3,True,peak_hours_only
87,10,2024-08-21,bike,4.3,True,peak_hours_only
88,2,2024-07-17,scooter,3.9,True,peak_hours_only
89,6,2024-10-20,bike,4.4,True,peak_hours_only
90,1,2024-05-10,scooter,4.3,True,peak_hours_only
91,5,2024-02-15,scooter,4.3,True,part_time
92,4,2024-01-20,scooter,4.1,True,part_time
93,10,2024-05-10,scooter,4.5,True,part_time
94,4,2024-09-27,bike,4.0,True,part_time
95,1,2024-06-30,bike,4.8,True,part_time
96,7,2024-04-13,scooter,4.7,True,part_time
97,7,2024-07-06,scooter,3.4,True,full_time
98,4,2024-04-02,bike,3.7,True,peak_hours_only
99,6,2024-11-11,bike,5.0,True,part_time
100,7,2024-03-20,bike,4.2,True,part_time
101,8,2024-08-24,bike,4.8,True,full_time
102,10,2024-04-19,bike,4.3,True,full_time
103,6,2024-04-12,scooter,4.3,True,full_time
104,6,2024-11-22,bike,4.3,True,full_time
105,8,2024-02-10,bike,4.6,True,peak_hours_only
106,6,2024-06-18,bike,4.5,True,full_time
107,7,2024-04-19,scooter,4.9,True,full_time
108,4,2024-11-18,bike,4.3,True,full_time
109,3,2024-02-20,bike,4.9,True,full_time
110,9,2024-12-26,bike,4.4,True,full_time
111,9,2024-09-05,bike,4.7,True,peak_hours_only
112,10,2024-10-09,bike,4.1,True,part_time
113,9,2024-06-03,bike,4.4,True,full_time
114,6,2024-12-05,bike,3.7,True,full_time
115,9,2024-06-25,bike,4.1,True,part_time
116,4,2024-05-18,scooter,4.0,True,peak_hours_only
117,3,2024-03-20,bike,3.7,True,part_time
118,6,2024-06-05,bike,4.3,True,part_time
119,9,2024-11-07,scooter,4.8,True,peak_hours_only
120,5,2024-10-03,scooter,4.3,True,peak_hours_only
121,10,2024-04-28,scooter,4.4,True,peak_hours_only
122,9,2024-11-27,bike,4.7,True,full_time
123,6,2024-12-19,bike,4.3,True,full_time
124,4,2024-11-13,bike,4.3,True,full_time
125,4,2024-04-29,bicycle,4.1,False,peak_hours_only
126,5,2024-09-30,bike,4.2,True,full_time
127,9,2024-10-22,bike,4.8,True,part_time
128,7,2024-08-08,bike,4.0,False,peak_hours_only
129,4,2024-09-01,scooter,4.6,True,part_time
130,9,2024-11-20,scooter,4.1,True,full_time
131,3,2024-10-28,scooter,4.9,True,peak_hours_only
132,7,2024-05-13,scooter,4.5,True,full_time
133,6,2024-11-23,scooter,4.7,True,part_time
134,4,2024-09-24,scooter,4.0,True,part_time
135,10,2024-01-16,scooter,3.8,True,full_time
136,4,2024-08-18,bike,4.3,True,peak_hours_only
137,10,2024-02-23,bike,4.0,True,full_time
138,4,2024-08-18,bike,4.3,True,full_time
139,9,2024-07-04,bike,4.3,True,full_time
140,6,2024-01-12,bike,3.9,True,full_time
141,8,2024-07-28,bike,4.3,True,full_time
142,5,2024-07-01,scooter,4.2,True,peak_hours_only
143,5,2024-09-02,bike,4.3,True,part_time
144,10,2024-05-26,scooter,4.2,True,full_time
145,9,2024-02-10,bike,4.7,True,full_time
146,2,2024-11-29,bike,4.2,True,full_time
147,7,2024-03-24,scooter,4.3,True,peak_hours_only
148,8,2024-06-09,bike,4.1,True,full_time
149,10,2024-12-18,scooter,4.4,True,part_time
150,1,2024-03-19,bike,4.2,True,peak_hours_only
151,5,2024-11-08,scooter,4.4,True,full_time
152,10,2024-06-01,bike,4.5,True,part_time
153,3,2024-05-12,bike,4.2,True,full_time
154,2,2024-10-20,bike,4.6,True,full_time
155,8,2024-03-06,scooter,4.0,True,full_time
156,1,2024-07-04,bike,4.2,True,peak_hours_only
157,6,2024-05-29,scooter,4.6,True,full_time
158,3,2024-01-13,scooter,4.5,True,full_time
159,3,2024-01-12,bicycle,4.8,True,part_time
160,6,2024-11-24,bicycle,4.8,True,full_time
161,3,2024-07-28,bike,4.2,True,peak_hours_only
162,9,2024-08-21,bike,4.4,True,part_time
163,1,2024-09-12,bike,3.9,True,full_time
164,10,2024-02-07,bike,4.5,True,part_time
165,6,2024-08-28,bike,3.9,True,part_time
166,5,2024-04-16,bike,4.6,False,part_time
167,3,2024-11-23,bike,4.1,True,part_time
168,2,2024-12-19,bike,3.8,True,full_time
169,2,2024-01-20,bike,4.9,True,full_time
170,7,2024-01-17,scooter,4.6,True,full_time
171,9,2024-09-03,bike,4.6,True,peak_hours_only
172,8,2024-06-03,bike,4.4,True,part_time
173,5,2024-10-11,scooter,4.5,True,peak_hours_only
174,10,2024-06-13,bike,4.4,True,full_time
175,10,2024-04-23,scooter,4.4,True,full_time
176,6,2024-02-03,bike,4.5,True,full_time
177,3,2024-06-20,bike,4.4,True,part_time
178,8,2024-06-11,scooter,3.8,True,full_time
179,1,2024-08-09,bike,4.0,True,full_time
180,4,2024-06-24,bike,4.2,True,part_time
181,9,2024-02-14,scooter,4.3,True,full_time
182,8,2024-03-21,bike,3.8,True,full_time
183,3,2024-08-26,bike,4.0,True,full_time
184,4,2024-07-24,bicycle,4.6,True,full_time
185,7,2024-04-14,bike,4.5,True,full_time
186,10,2024-06-20,bike,4.4,True,peak_hours_only
187,6,2024-11-10,bike,4.4,True,peak_hours_only
188,9,2024-06-27,scooter,4.4,True,peak_hours_only
189,8,2024-04-05,bicycle,4.7,True,peak_hours_only
190,8,2024-12-18,bike,4.5,True,part_time
191,7,2024-12-16,scooter,4.0,True,peak_hours_only
192,2,2024-10-31,bike,4.0,False,peak_hours_only
193,2,2024-02-03,scooter,4.7,True,peak_hours_only
194,6,2024-11-30,bike,4.3,True,part_time
195,6,2024-08-18,bike,4.3,True,part_time
196,1,2024-01-16,scooter,4.7,True,peak_hours_only
197,1,2024-07-01,bike,3.8,True,full_time
198,3,2024-05-09,bike,3.9,True,peak_hours_only
199,5,2024-06-20,bike,5.0,True,part_time
200,1,2024-08-13,bike,4.4,True,full_time
201,10,2024-11-17,bike,4.4,True,full_time
202,6,2024-11-17,scooter,4.0,True,part_time
203,5,2024-02-16,bike,4.2,True,full_time
204,2,2024-08-30,bike,4.4,True,full_time
205,9,2024-08-02,bike,4.4,True,part_time
206,1,2024-12-14,bike,4.7,True,part_time
207,7,2024-05-27,bike,4.0,True,full_time
208,1,2024-12-11,bike,3.4,True,peak_hours_only
209,7,2024-08-28,bike,4.2,True,part_time
210,9,2024-01-06,bike,4.6,True,full_time
211,10,2024-08-25,scooter,4.5,True,peak_hours_only
212,7,2024-02-15,scooter,4.2,True,peak_hours_only
213,5,2024-08-25,scooter,4.2,True,full_time
214,10,2024-02-06,bike,4.0,True,full_time
215,9,2024-07-10,scooter,4.8,True,full_time
216,10,2024-03-23,scooter,4.3,True,full_time
217,7,2024-04-04,bike,4.3,True,part_time
218,2,2024-03-01,bike,4.7,True,part_time
219,2,2024-08-20,bike,4.0,True,part_time
220,5,2024-02-26,bike,4.0,True,part_time
221,1,2024-07-03,scooter,4.3,True,full_time
222,7,2024-07-06,scooter,3.6,True,peak_hours_only
223,1,2024-10-17,bike,3.9,True,peak_hours_only
224,8,2024-02-10,scooter,4.9,True,peak_hours_only
225,8,2024-05-23,bike,4.5,True,peak_hours_only
226,4,2024-03-10,scooter,3.8,True,full_time
227,9,2024-10-14,scooter,4.9,True,part_time
228,4,2024-08-26,scooter,4.2,True,peak_hours_only
229,6,2024-12-07,bike,4.3,True,full_time
230,4,2024-01-16,bike,4.3,True,peak_hours_only
231,2,2024-10-30,bike,3.8,True,full_time
232,4,2024-07-15,bike,4.6,True,part_time
233,9,2024-09-21,bike,4.5,True,full_time
234,4,2024-04-26,bike,4.3,True,full_time
235,10,2024-02-20,bike,4.4,True,full_time
236,6,2024-12-27,bicycle,4.6,True,full_time
237,6,2024-01-11,bike,4.2,True,full_time
238,6,2024-11-01,bike,4.5,False,full_time
239,8,2024-09-15,bicycle,4.0,True,part_time
240,9,2024-01-11,scooter,4.8,True,part_time
241,1,2024-09-29,scooter,4.5,True,full_time
242,4,2024-09-10,bike,4.5,True,peak_hours_only
243,9,2024-12-13,bike,4.6,True,peak_hours_only
244,6,2024-08-20,bike,4.3,True,part_time
245,10,2024-10-05,bike,4.3,True,full_time
246,7,2024-05-05,bike,4.3,True,full_time
247,9,2024-03-17,scooter,4.9,True,full_time
248,6,2024-01-16,scooter,4.2,True,full_time
249,10,2024-08-11,bike,4.2,True,part_time
250,10,2024-05-22,scooter,4.7,True,part_time
251,7,2024-01-11,scooter,4.0,True,part_time
252,10,2024-02-27,scooter,4.4,True,full_time
253,9,2024-05-30,scooter,4.4,True,peak_hours_only
254,2,2024-08-13,bike,4.1,True,part_time
255,9,2024-11-22,bike,4.8,True,peak_hours_only
256,10,2024-10-10,bike,3.7,True,part_time
257,6,2024-07-08,scooter,4.3,True,peak_hours_only
258,4,2024-06-28,scooter,4.0,True,full_time
259,9,2024-04-27,bike,4.8,True,full_time
260,7,2024-12-10,bike,4.2,True,part_time
261,4,2024-01-30,bike,4.3,True,full_time
262,4,2024-07-17,scooter,4.5,True,part_time
263,5,2024-05-01,bike,3.6,True,full_time
264,4,2024-08-17,bike,4.1,True,peak_hours_only
265,9,2024-10-24,bike,4.7,True,part_time
266,9,2024-07-11,bike,4.1,True,part_time
267,6,2024-04-17,scooter,5.0,True,full_time
268,10,2024-11-12,bike,4.1,True,part_time
269,3,2024-12-29,bike,4.4,True,full_time
270,2,2024-04-29,scooter,3.5,True,part_time
271,10,2024-09-08,bike,4.5,True,full_time
272,5,2024-10-21,scooter,4.5,True,full_time
273,2,2024-07-15,scooter,4.2,True,full_time
274,5,2024-06-17,bike,4.4,True,part_time
275,1,2024-06-04,bike,4.3,True,part_time
276,10,2024-08-04,bike,4.8,True,peak_hours_only
277,4,2024-04-16,bike,4.2,True,full_time
278,10,2024-03-21,bike,4.2,True,part_time
279,4,2024-05-31,scooter,4.7,False,peak_hours_only
280,3,2024-10-29,bike,4.6,True,full_time
281,6,2024-12-20,bike,4.2,True,full_time
282,1,2024-03-07,bike,4.7,True,full_time
283,6,2024-12-25,scooter,4.7,True,full_time
284,3,2024-05-19,bike,4.3,True,peak_hours_only
285,3,2024-03-31,bike,4.3,True,part_time
286,6,2024-04-17,scooter,4.0,True,peak_hours_only
287,5,2024-09-16,bike,4.6,True,peak_hours_only
288,9,2024-04-17,scooter,4.7,True,part_time
289,7,2024-05-17,bike,4.3,True,peak_hours_only
290,2,2024-05-03,bike,4.9,False,part_time
291,3,2024-11-11,bicycle,4.1,True,full_time
292,9,2024-12-05,scooter,4.8,False,peak_hours_only
293,1,2024-09-23,scooter,4.6,False,full_time
294,9,2024-01-23,bike,4.5,True,part_time
295,4,2024-04-16,scooter,4.3,True,part_time
296,1,2024-06-07,scooter,4.9,True,full_time
297,9,2024-01-04,bike,4.6,False,full_time
298,6,2024-09-27,bike,4.0,True,part_time
299,4,2024-09-27,bike,4.5,True,part_time
300,4,2024-08-06,bike,4.6,True,peak_hours_only
301,5,2024-09-05,scooter,4.4,True,part_time
302,9,2024-02-12,bike,4.7,True,full_time
303,2,2024-07-11,scooter,3.9,False,full_time
304,3,2024-02-05,bike,4.3,True,part_time
305,3,2024-07-08,bike,5.0,True,peak_hours_only
306,3,2024-09-09,scooter,4.0,True,peak_hours_only
307,8,2024-04-09,scooter,4.6,True,part_time
308,7,2024-05-01,bike,4.2,True,full_time
309,3,2024-05-08,scooter,4.4,True,part_time
310,4,2024-09-14,scooter,3.9,True,part_time
311,3,2024-02-01,scooter,4.1,True,full_time
312,4,2024-03-21,bike,3.6,True,full_time
313,10,2024-01-29,bike,4.1,True,full_time
314,8,2024-05-26,scooter,4.1,True,part_time
315,9,2024-07-26,scooter,4.1,True,full_time
316,4,2024-09-17,scooter,4.4,True,peak_hours_only
317,9,2024-08-01,scooter,3.8,True,part_time
318,8,2024-11-08,bike,4.8,True,peak_hours_only
319,6,2024-03-16,scooter,4.3,True,peak_hours_only
320,1,2024-07-12,scooter,4.1,True,part_time
321,10,2024-12-04,bicycle,4.7,True,full_time
322,1,2024-10-31,bike,4.0,True,peak_hours_only
323,8,2024-05-01,bike,4.5,True,peak_hours_only
324,10,2024-03-22,scooter,4.3,True,part_time
325,1,2024-02-20,bike,4.7,False,part_time
326,8,2024-12-14,bike,4.3,True,part_time
327,3,2024-02-16,bike,4.7,True,full_time
328,10,2024-06-08,bike,4.0,True,full_time
329,6,2024-11-29,scooter,4.5,True,part_time
330,10,2024-03-02,bike,4.3,True,full_time
331,3,2024-10-29,bike,4.7,True,part_time
332,3,2024-06-09,bike,4.4,True,full_time
333,4,2024-10-05,bike,4.4,True,full_time
334,5,2024-03-02,bike,4.2,True,part_time
335,2,2024-02-06,bike,4.0,True,peak_hours_only
336,2,2024-03-26,scooter,4.4,True,peak_hours_only
337,10,2024-08-31,scooter,4.6,True,part_time
338,6,2024-11-07,scooter,4.7,True,part_time
339,7,2024-04-11,scooter,4.3,True,part_time
340,7,2024-08-06,scooter,3.8,True,full_time
341,5,2024-02-11,scooter,4.8,True,full_time
342,3,2024-08-28,scooter,4.5,True,full_time
343,5,2024-07-24,scooter,4.3,True,peak_hours_only
344,7,2024-07-04,scooter,4.5,True,part_time
345,9,2024-06-19,bike,4.2,True,part_time
346,4,2024-11-06,bike,4.1,True,full_time
347,9,2024-06-21,bike,3.6,True,full_time
348,10,2024-01-22,bike,4.2,True,peak_hours_only
349,5,2024-02-03,bike,5.0,True,full_time
350,2,2024-12-28,scooter,4.5,True,part_time
351,4,2024-02-05,bike,4.1,True,part_time
352,6,2024-11-11,bike,4.7,True,part_time
353,4,2024-10-25,scooter,3.5,True,peak_hours_only
354,10,2024-02-07,scooter,4.1,True,part_time
355,6,2024-09-08,bike,4.1,True,peak_hours_only
356,2,2024-08-01,bicycle,4.0,True,full_time
357,6,2024-02-19,bike,4.5,True,full_time
358,7,2024-11-11,scooter,4.6,True,peak_hours_only
359,2,2024-03-15,bike,4.2,True,part_time
360,3,2024-06-14,bike,4.0,True,part_time
361,10,2024-02-14,scooter,4.8,True,full_time
362,1,2024-03-20,scooter,4.8,True,part_time
363,1,2024-02-17,bike,4.4,True,peak_hours_only
364,4,2024-06-26,scooter,4.2,True,part_time
365,3,2024-01-26,scooter,4.3,True,part_time
366,7,2024-12-24,scooter,4.6,True,full_time
367,7,2024-04-11,bike,4.1,True,peak_hours_only
368,4,2024-12-17,scooter,4.2,True,full_time
369,3,2024-01-03,bike,4.6,True,full_time
370,1,2024-03-26,bike,4.3,True,part_time
371,8,2024-06-07,bike,4.4,True,peak_hours_only
372,5,2024-07-10,bike,4.0,True,peak_hours_only
373,5,2024-10-18,scooter,4.4,True,part_time
374,10,2024-05-01,bike,4.3,True,part_time
375,9,2024-06-22,scooter,4.3,True,peak_hours_only
376,8,2024-01-24,bike,4.3,True,part_time
377,7,2024-07-24,bike,3.7,True,peak_hours_only
378,5,2024-01-21,bike,3.7,True,peak_hours_only
379,5,2024-01-29,bike,3.9,True,full_time
380,7,2024-10-09,bike,4.6,True,part_time
381,2,2024-09-21,scooter,4.2,True,part_time
382,9,2024-09-17,bike,3.7,True,full_time
383,2,2024-02-18,bike,4.6,True,peak_hours_only
384,5,2024-11-22,bike,3.8,True,part_time
385,8,2024-08-05,bicycle,4.5,True,full_time
386,7,2024-08-03,bike,4.0,True,peak_hours_only
387,4,2024-04-22,scooter,4.1,True,part_time
388,8,2024-01-05,scooter,4.1,True,peak_hours_only
389,6,2024-09-30,scooter,4.4,True,part_time
390,8,2024-02-09,bike,4.1,True,full_time
391,9,2024-05-17,scooter,4.4,True,full_time
392,7,2024-07-08,bike,4.7,True,peak_hours_only
393,5,2024-12-12,scooter,3.8,True,peak_hours_only
394,4,2024-03-20,scooter,4.2,True,full_time
395,6,2024-09-01,scooter,4.8,True,part_time
396,7,2024-03-24,bike,4.4,True,full_time
397,1,2024-10-14,scooter,4.4,True,part_time
398,1,2024-02-04,scooter,4.0,True,full_time
399,2,2024-09-08,bike,4.5,True,part_time
400,2,2024-03-20,bike,4.6,True,part_time
401,1,2024-08-16,bike,3.9,True,peak_hours_only
402,10,2024-09-08,bike,4.1,True,full_time
403,8,2024-05-24,scooter,4.6,True,full_time
404,8,2024-12-05,bike,4.4,True,peak_hours_only
405,3,2024-08-11,scooter,4.0,True,part_time
406,1,2024-12-28,bike,4.2,True,part_time
407,7,2024-08-20,bike,4.1,True,full_time
408,4,2024-01-08,bike,4.1,True,full_time
409,10,2024-06-24,bike,4.2,True,part_time
410,3,2024-06-21,bike,4.5,True,part_time
411,9,2024-01-30,bike,4.3,True,peak_hours_only
412,8,2024-06-08,bicycle,4.0,True,peak_hours_only
413,2,2024-05-28,scooter,4.7,True,peak_hours_only
414,3,2024-09-05,bike,3.9,True,peak_hours_only
415,1,2024-11-25,scooter,4.7,True,part_time
416,2,2024-03-20,scooter,4.8,True,part_time
417,9,2024-01-29,scooter,3.7,True,full_time
418,9,2024-06-18,bike,4.6,True,peak_hours_only
419,2,2024-12-16,bike,4.3,True,part_time
420,3,2024-07-09,bike,4.3,True,part_time
421,1,2024-04-29,scooter,4.2,True,part_time
422,10,2024-09-30,scooter,4.3,True,part_time
423,9,2024-10-18,bike,4.3,True,peak_hours_only
424,9,2024-08-15,scooter,4.6,True,full_time
425,4,2024-12-21,scooter,4.3,True,full_time
426,1,2024-05-06,scooter,4.5,True,peak_hours_only
427,2,2024-06-21,bike,4.7,True,full_time
428,3,2024-05-01,scooter,3.6,True,peak_hours_only
429,10,2024-08-24,bike,4.3,True,peak_hours_only
430,8,2024-12-19,scooter,4.4,False,full_time
431,5,2024-04-01,bike,4.8,True,part_time
432,7,2024-07-20,scooter,4.2,True,peak_hours_only
433,1,2024-09-09,bike,4.0,True,full_time
434,9,2024-06-28,scooter,4.5,True,peak_hours_only
435,9,2024-12-22,bike,4.0,True,peak_hours_only
436,1,2024-09-16,bicycle,4.3,True,part_time
437,9,2024-01-06,bike,4.1,True,part_time
438,8,2024-10-06,bike,4.6,True,peak_hours_only
439,3,2024-08-05,scooter,4.6,True,peak_hours_only
440,10,2024-10-30,bike,3.6,True,part_time
441,1,2024-11-22,scooter,3.9,False,full_time
442,10,2024-04-26,scooter,4.6,True,peak_hours_only
443,4,2024-02-07,bike,3.7,True,full_time
444,4,2024-09-27,scooter,4.2,True,full_time
445,5,2024-05-20,bike,4.4,True,full_time
446,5,2024-04-21,bike,3.7,True,part_time
447,1,2024-06-21,scooter,4.6,False,part_time
448,4,2024-10-08,bike,4.4,True,part_time
449,4,2024-06-14,scooter,4.5,True,part_time
450,2,2024-12-03,bicycle,4.2,True,part_time
451,2,2024-08-23,scooter,4.1,False,peak_hours_only
452,4,2024-05-06,bike,3.9,True,part_time
453,2,2024-03-13,bicycle,4.2,True,full_time
454,1,2024-08-31,bike,4.3,True,part_time
455,8,2024-07-20,scooter,4.6,True,part_time
456,2,2024-06-13,bike,4.0,True,part_time
457,4,2024-03-23,bike,4.7,False,peak_hours_only
458,7,2024-11-06,bike,4.3,True,part_time
459,8,2024-11-17,scooter,4.7,True,full_time
460,1,2024-01-28,scooter,4.1,True,part_time
461,5,2024-05-24,bike,4.6,True,full_time
462,6,2024-10-21,scooter,4.5,True,peak_hours_only
463,4,2024-11-17,scooter,4.0,True,full_time
464,6,2024-03-07,scooter,4.4,True,peak_hours_only
465,1,2024-10-05,bike,4.6,True,part_time
466,6,2024-04-02,bike,3.5,True,full_time
467,1,2024-03-29,scooter,4.1,True,part_time
468,6,2024-04-26,scooter,4.4,True,full_time
469,9,2024-01-08,bike,3.9,True,full_time
470,7,2024-05-06,bike,4.5,True,part_time
471,1,2024-10-31,scooter,4.5,True,full_time
472,1,2024-01-21,scooter,4.7,True,full_time
473,2,2024-02-24,bike,4.1,True,full_time
474,7,2024-04-26,bicycle,4.1,True,peak_hours_only
475,5,2024-12-05,scooter,4.8,False,peak_hours_only
476,5,2024-05-11,bike,4.2,True,part_time
477,5,2024-03-28,bike,4.5,True,full_time
478,4,2024-03-03,bike,4.7,True,peak_hours_only
479,7,2024-07-08,bike,4.2,True,part_time
480,7,2024-02-07,bike,4.5,True,full_time
481,5,2024-12-20,bike,3.7,True,part_time
482,9,2024-07-03,bike,4.4,True,peak_hours_only
483,9,2024-05-03,bike,4.6,True,peak_hours_only
484,5,2024-10-21,bike,3.5,True,part_time
485,1,2024-04-11,bike,4.3,True,full_time
486,4,2024-03-05,bike,4.6,True,full_time
487,6,2024-08-18,bike,4.6,True,full_time
488,3,2024-02-20,bike,3.7,True,part_time
489,1,2024-02-07,bike,4.8,True,part_time
490,3,2024-05-09,scooter,4.7,True,part_time
491,1,2024-08-01,bike,4.1,True,peak_hours_only
492,4,2024-09-27,bike,4.3,True,part_time
493,4,2024-01-10,bike,4.5,True,peak_hours_only
494,2,2024-07-21,bike,4.7,True,peak_hours_only
495,4,2024-03-19,scooter,4.6,True,full_time
496,7,2024-08-03,bike,4.3,True,part_time
497,4,2024-06-11,scooter,4.4,True,part_time
498,6,2024-07-10,bike,4.4,True,full_time
499,2,2024-02-16,bike,3.7,True,peak_hours_only
500,5,2024-07-19,scooter,5.0,True,peak_hours_only
501,2,2024-02-16,scooter,4.5,True,part_time
502,3,2024-10-09,bike,4.3,True,peak_hours_only
503,5,2024-07-06,bike,3.7,True,full_time
504,9,2024-11-16,scooter,4.6,True,full_time
505,6,2024-10-08,bike,4.3,True,peak_hours_only
506,3,2024-02-20,scooter,4.4,True,full_time
507,4,2024-09-25,bike,4.0,True,full_time
508,10,2024-09-10,bike,4.2,True,full_time
509,10,2024-05-19,bike,4.4,True,peak_hours_only
510,4,2024-09-01,bike,4.0,True,full_time
511,4,2024-06-15,bike,4.7,True,part_time
512,8,2024-07-19,bike,3.9,True,part_time
513,8,2024-02-13,bike,3.9,True,part_time
514,1,2024-09-18,bike,4.6,True,full_time
515,8,2024-07-11,bike,4.2,True,full_time
516,7,2024-12-29,bike,4.3,True,part_time
517,5,2024-02-11,bicycle,4.6,True,part_time
518,8,2024-07-19,scooter,3.9,True,part_time
519,4,2024-10-20,scooter,4.4,False,peak_hours_only
520,10,2024-05-31,scooter,4.4,True,peak_hours_only
521,8,2024-02-07,scooter,4.6,True,peak_hours_only
522,7,2024-04-03,bicycle,4.7,True,peak_hours_only
523,5,2024-07-03,bike,4.5,True,full_time
524,3,2024-07-09,bike,4.0,True,part_time
525,7,2024-09-07,bike,4.3,True,part_time
526,10,2024-02-19,bike,4.6,True,peak_hours_only
527,8,2024-05-20,scooter,4.1,True,part_time
528,1,2024-04-20,scooter,4.5,True,part_time
529,2,2024-01-28,scooter,4.8,True,peak_hours_only
530,10,2024-04-07,bike,4.0,True,part_time
531,9,2024-05-11,bike,4.6,True,part_time
532,5,2024-07-10,bike,3.5,True,part_time
533,2,2024-10-01,scooter,4.0,True,full_time
534,10,2024-03-02,bike,4.5,True,full_time
535,4,2024-07-14,bike,3.9,True,full_time
536,2,2024-03-19,scooter,4.4,True,full_time
537,2,2024-07-07,bike,3.7,True,part_time
538,1,2024-11-24,scooter,4.1,True,peak_hours_only
539,8,2024-10-21,bike,4.8,True,full_time
540,9,2024-01-04,bike,4.1,True,full_time
541,6,2024-05-11,bike,3.8,True,full_time
542,3,2024-08-07,bike,4.6,True,part_time
543,2,2024-03-15,scooter,4.3,True,part_time
544,9,2024-12-07,bike,4.1,True,peak_hours_only
545,6,2024-08-19,bike,4.2,True,peak_hours_only
546,1,2024-05-22,bike,4.2,True,full_time
